material_id,material_type,strength_mpa,weight_capacity_kg,biodegradability_percent,co2_emission_kg_per_kg,recyclability_percent,cost_per_kg,industry_use_case,source_type,confidence_level,co2_emission_norm,biodegradability_norm,recyclability_category,recyclability_score,co2_impact_index,cost_norm,strength_norm,cost_efficiency_index,material_suitability_score
768.0,Recycled Plastic Envelope (PE),25.0,8.0,1.0,1.8,50.0,38.0,Envelopes,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.07092198581560284,0.2268041237113402,57.794106894786864,54.49402829443626
769.0,Compostable Envelope,18.0,6.0,85.0,0.7,60.0,55.0,Envelopes,Estimate,Medium,0.027872195785180146,0.85,C,0.5,79.3851121685928,0.13120567375886524,0.15463917525773196,51.17167507494334,65.27839362176806
770.0,Paperboard Mailing Carton,16.0,10.0,80.0,1.0,85.0,45.0,Envelopes,Estimate,Medium,0.04826648538409245,0.8,B,0.75,84.56934058463631,0.09574468085106383,0.13402061855670103,51.91379688528186,68.24156873495909
771.0,Virgin Cardboard - Shoe Box,16.0,14.0,5.0,1.1,90.0,46.0,Shoes,Estimate,Medium,0.055064581917063225,0.05,A,1.0,69.29741672331747,0.09929078014184398,0.13402061855670103,51.73649192074286,60.51695432203016
772.0,Recycled Cardboard - Shoe Box,16.0,14.0,5.0,0.8,95.0,42.0,Shoes,Estimate,Medium,0.034670292318150914,0.05,A,1.0,70.11318830727397,0.0851063829787234,0.13402061855670103,52.44571177889888,61.27945004308643
773.0,Paper-based Shoe Insert,10.0,6.0,80.0,0.8,90.0,35.0,Shoes,Estimate,Medium,0.034670292318150914,0.8,A,1.0,92.61318830727396,0.06028368794326241,0.07216494845360824,50.594063025517286,71.60362566639563
774.0,Plastic Shoe Box,40.0,16.0,1.0,3.0,30.0,60.0,Shoes,Estimate,Medium,0.18422841604350781,0.01,D,0.25,40.430863358259685,0.14893617021276595,0.38144329896907214,61.625356437815306,51.0281098980375
775.0,Bio-based Shoe Box,20.0,14.0,40.0,1.5,60.0,80.0,Shoes,Estimate,Medium,0.08225696804894629,0.4,C,0.5,63.70972127804215,0.2198581560283688,0.17525773195876287,47.76997879651971,55.73985003728093
776.0,Virgin Cardboard - Apparel Box,16.0,12.0,5.0,1.1,90.0,45.0,Apparel,Estimate,Medium,0.055064581917063225,0.05,A,1.0,69.29741672331747,0.09574468085106383,0.13402061855670103,51.91379688528186,60.60560680429967
777.0,Recycled Cardboard - Apparel Box,16.0,12.0,5.0,0.8,95.0,41.0,Apparel,Estimate,Medium,0.034670292318150914,0.05,A,1.0,70.11318830727397,0.08156028368794327,0.13402061855670103,52.62301674343789,61.36810252535593
778.0,Paper Mailer - Apparel,14.0,8.0,80.0,0.9,90.0,40.0,Apparel,Estimate,Medium,0.04146838885112169,0.8,A,1.0,92.34126444595515,0.07801418439716312,0.1134020618556701,51.76939387292535,72.05532915944025
779.0,Plastic Mailer - Apparel,30.0,10.0,1.0,2.5,30.0,50.0,Apparel,Estimate,Medium,0.15023793337865396,0.01,D,0.25,41.79048266485385,0.11347517730496454,0.27835051546391754,58.24376690794766,50.01712478640076
780.0,Recycled Plastic Mailer - Apparel,30.0,10.0,1.0,1.8,50.0,48.0,Apparel,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.10638297872340426,0.27835051546391754,58.59837683702567,54.896163265555664
781.0,Bio-based Mailer - Apparel,25.0,9.0,40.0,1.7,50.0,70.0,Apparel,Estimate,Medium,0.09585316111488781,0.4,C,0.5,63.16587355540448,0.18439716312056736,0.2268041237113402,52.12034802953865,57.64311079247156
782.0,Compostable Mailer - Apparel,20.0,8.0,85.0,0.7,60.0,90.0,Apparel,Estimate,Medium,0.027872195785180146,0.85,C,0.5,79.3851121685928,0.2553191489361702,0.17525773195876287,45.99692915112964,62.69102065986122
783.0,Virgin Paper - Carton Board for E-commerce,16.0,14.0,5.0,1.1,88.0,48.0,E-commerce,Estimate,Medium,0.055064581917063225,0.05,B,0.75,61.79741672331747,0.10638297872340426,0.13402061855670103,51.381881991664834,56.589649357491155
784.0,Recycled Paper - Carton Board for E-commerce,16.0,14.0,5.0,0.8,92.0,44.0,E-commerce,Estimate,Medium,0.034670292318150914,0.05,A,1.0,70.11318830727397,0.09219858156028368,0.13402061855670103,52.091101849820866,61.10214507854742
785.0,Paper-based Protective Sleeve,12.0,8.0,80.0,0.8,90.0,40.0,E-commerce,Estimate,Medium,0.034670292318150914,0.8,A,1.0,92.61318830727396,0.07801418439716312,0.09278350515463918,50.7384660378738,71.67582717257388
786.0,Recycled Paper-based Protective Sleeve,12.0,8.0,82.0,0.6,92.0,38.0,E-commerce,Estimate,Medium,0.02107409925220938,0.82,A,1.0,93.75703602991163,0.07092198581560284,0.09278350515463918,51.093075966951815,72.42505599843173
787.0,Plastic Bubble Mailer (PE),30.0,10.0,1.0,2.5,30.0,50.0,E-commerce,Literature,High,0.15023793337865396,0.01,D,0.25,41.79048266485385,0.11347517730496454,0.27835051546391754,58.24376690794766,50.01712478640076
788.0,Recycled Plastic Bubble Mailer,30.0,10.0,1.0,1.8,50.0,48.0,E-commerce,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.10638297872340426,0.27835051546391754,58.59837683702567,54.896163265555664
789.0,Paper-based Bubble Mailer,15.0,8.0,80.0,0.9,85.0,45.0,E-commerce,Estimate,Medium,0.04146838885112169,0.8,B,0.75,84.84126444595513,0.09574468085106383,0.12371134020618557,51.39833296775609,68.11979870685562
790.0,Compostable Bubble Mailer,20.0,8.0,85.0,0.7,60.0,80.0,E-commerce,Estimate,Medium,0.027872195785180146,0.85,C,0.5,79.3851121685928,0.2198581560283688,0.17525773195876287,47.76997879651971,63.57754548255625
791.0,Virgin Cardboard - Book Mailer,15.0,10.0,5.0,1.1,90.0,42.0,Books,Estimate,Medium,0.055064581917063225,0.05,A,1.0,69.29741672331747,0.0851063829787234,0.12371134020618557,51.930247861373104,60.613832292345286
792.0,Recycled Cardboard - Book Mailer,15.0,10.0,5.0,0.8,95.0,38.0,Books,Estimate,Medium,0.034670292318150914,0.05,A,1.0,70.11318830727397,0.07092198581560284,0.12371134020618557,52.639467719529144,61.37632801340156
793.0,Paper Mailer - Book,14.0,8.0,80.0,0.9,90.0,40.0,Books,Estimate,Medium,0.04146838885112169,0.8,A,1.0,92.34126444595515,0.07801418439716312,0.1134020618556701,51.76939387292535,72.05532915944025
794.0,Plastic Mailer - Book,30.0,10.0,1.0,2.5,30.0,50.0,Books,Estimate,Medium,0.15023793337865396,0.01,D,0.25,41.79048266485385,0.11347517730496454,0.27835051546391754,58.24376690794766,50.01712478640076
795.0,Compostable Mailer - Book,20.0,8.0,85.0,0.7,60.0,80.0,Books,Estimate,Medium,0.027872195785180146,0.85,C,0.5,79.3851121685928,0.2198581560283688,0.17525773195876287,47.76997879651971,63.57754548255625
796.0,Virgin Cardboard - Wine Box,18.0,16.0,5.0,1.2,88.0,50.0,Wine,Estimate,Medium,0.06186267845003398,0.05,B,0.75,61.52549286199864,0.11347517730496454,0.15463917525773196,52.05819989763838,56.79184637981851
797.0,Recycled Cardboard - Wine Box,18.0,16.0,5.0,0.9,93.0,46.0,Wine,Estimate,Medium,0.04146838885112169,0.05,A,1.0,69.84126444595513,0.09929078014184398,0.15463917525773196,52.7674197557944,61.30434210087476
798.0,Molded Pulp Wine Pack,12.0,9.0,85.0,0.5,80.0,55.0,Wine,Estimate,Medium,0.014276002719238614,0.85,B,0.75,87.42895989123046,0.13120567375886524,0.09278350515463918,48.078891569788695,67.75392573050958
799.0,Plastic Wine Insert (PET),65.0,18.0,1.0,3.0,40.0,85.0,Wine,Estimate,Medium,0.18422841604350781,0.01,D,0.25,40.430863358259685,0.2375886524822695,0.6391752577319587,70.07933026248446,55.25509681037207
800.0,Recycled Plastic Wine Insert (rPET),65.0,18.0,1.0,1.8,60.0,82.0,Wine,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.22695035460992907,0.6391752577319587,70.61124515610149,60.902597425093575
801.0,Virgin Cardboard - Fruit Box,18.0,16.0,5.0,1.2,90.0,48.0,Fruit,Estimate,Medium,0.06186267845003398,0.05,A,1.0,69.02549286199864,0.10638297872340426,0.15463917525773196,52.41280982671639,60.71915134435751
802.0,Recycled Cardboard - Fruit Box,18.0,16.0,5.0,0.82,95.0,44.0,Fruit,Estimate,Medium,0.03602991162474507,0.05,A,1.0,70.0588035350102,0.09219858156028368,0.15463917525773196,53.12202968487241,61.5904166099413
803.0,Plastic Fruit Crate (HDPE),70.0,25.0,1.0,3.0,50.0,90.0,Fruit,Literature,High,0.18422841604350781,0.01,C,0.5,47.93086335825969,0.2553191489361702,0.6907216494845361,71.7701250274183,59.850494192838994
804.0,Recycled Plastic Fruit Crate,70.0,25.0,1.0,2.2,65.0,85.0,Fruit,Estimate,Medium,0.12984364377974167,0.01,C,0.5,50.10625424881033,0.2375886524822695,0.6907216494845361,72.65664985011333,61.38145204946183
805.0,Molded Pulp Fruit Tray,12.0,9.0,85.0,0.5,80.0,55.0,Fruit,Estimate,Medium,0.014276002719238614,0.85,B,0.75,87.42895989123046,0.13120567375886524,0.09278350515463918,48.078891569788695,67.75392573050958
806.0,Paper-based Fruit Wrap,7.0,4.0,80.0,0.7,90.0,35.0,Fruit,Estimate,Medium,0.027872195785180146,0.8,A,1.0,92.88511216859278,0.06028368794326241,0.041237113402061855,49.04767127293997,70.96639172076638
807.0,Bio-based Fruit Bag,25.0,8.0,40.0,1.5,50.0,70.0,Fruit,Estimate,Medium,0.08225696804894629,0.4,C,0.5,63.70972127804215,0.18439716312056736,0.2268041237113402,52.12034802953865,57.9150346537904
808.0,Compostable Fruit Bag,20.0,7.0,85.0,0.7,60.0,80.0,Fruit,Estimate,Medium,0.027872195785180146,0.85,C,0.5,79.3851121685928,0.2198581560283688,0.17525773195876287,47.76997879651971,63.57754548255625
809.0,Virgin Cardboard - Vegetable Box,18.0,16.0,5.0,1.2,90.0,48.0,Vegetables,Estimate,Medium,0.06186267845003398,0.05,A,1.0,69.02549286199864,0.10638297872340426,0.15463917525773196,52.41280982671639,60.71915134435751
810.0,Recycled Cardboard - Vegetable Box,18.0,16.0,5.0,0.82,95.0,44.0,Vegetables,Estimate,Medium,0.03602991162474507,0.05,A,1.0,70.0588035350102,0.09219858156028368,0.15463917525773196,53.12202968487241,61.5904166099413
811.0,Plastic Vegetable Crate (HDPE),70.0,25.0,1.0,3.0,50.0,90.0,Vegetables,Estimate,Medium,0.18422841604350781,0.01,C,0.5,47.93086335825969,0.2553191489361702,0.6907216494845361,71.7701250274183,59.850494192838994
812.0,Recycled Plastic Vegetable Crate,70.0,25.0,1.0,2.2,65.0,85.0,Vegetables,Estimate,Medium,0.12984364377974167,0.01,C,0.5,50.10625424881033,0.2375886524822695,0.6907216494845361,72.65664985011333,61.38145204946183
813.0,Molded Pulp Vegetable Tray,12.0,9.0,85.0,0.5,80.0,55.0,Vegetables,Estimate,Medium,0.014276002719238614,0.85,B,0.75,87.42895989123046,0.13120567375886524,0.09278350515463918,48.078891569788695,67.75392573050958
814.0,Paper-based Vegetable Wrap,7.0,4.0,80.0,0.7,90.0,35.0,Vegetables,Estimate,Medium,0.027872195785180146,0.8,A,1.0,92.88511216859278,0.06028368794326241,0.041237113402061855,49.04767127293997,70.96639172076638
815.0,Bio-based Vegetable Bag,25.0,8.0,40.0,1.5,50.0,70.0,Vegetables,Estimate,Medium,0.08225696804894629,0.4,C,0.5,63.70972127804215,0.18439716312056736,0.2268041237113402,52.12034802953865,57.9150346537904
816.0,Compostable Vegetable Bag,20.0,7.0,85.0,0.7,60.0,80.0,Vegetables,Estimate,Medium,0.027872195785180146,0.85,C,0.5,79.3851121685928,0.2198581560283688,0.17525773195876287,47.76997879651971,63.57754548255625
817.0,Virgin Cardboard - Meat Box,18.0,16.0,5.0,1.2,88.0,50.0,Meat,Estimate,Medium,0.06186267845003398,0.05,B,0.75,61.52549286199864,0.11347517730496454,0.15463917525773196,52.05819989763838,56.79184637981851
818.0,Recycled Cardboard - Meat Box,18.0,16.0,5.0,0.9,93.0,46.0,Meat,Estimate,Medium,0.04146838885112169,0.05,A,1.0,69.84126444595513,0.09929078014184398,0.15463917525773196,52.7674197557944,61.30434210087476
819.0,Plastic Meat Tray (PET/PE),65.0,18.0,1.0,3.0,30.0,80.0,Meat,Literature,High,0.18422841604350781,0.01,D,0.25,40.430863358259685,0.2198581560283688,0.6391752577319587,70.9658550851795,55.69835922171959
820.0,Recycled Plastic Meat Tray,65.0,18.0,1.0,2.0,50.0,78.0,Meat,Estimate,Medium,0.11624745071380013,0.01,C,0.5,50.650101971447995,0.2127659574468085,0.6391752577319587,71.32046501425751,60.98528349285275
821.0,Paper-based Meat Tray,17.0,12.0,80.0,1.1,85.0,60.0,Meat,Estimate,Medium,0.055064581917063225,0.8,B,0.75,84.29741672331747,0.14893617021276595,0.14432989690721648,49.76968633472253,67.03355152902
822.0,Compostable Meat Tray (Bagasse),15.0,11.0,88.0,0.45,78.0,60.0,Meat,Estimate,Medium,0.01087695445275323,0.88,B,0.75,88.46492182188986,0.14893617021276595,0.12371134020618557,48.73875849967098,68.60184016078043
823.0,Plastic Meat Vacuum Pouch (PA/PE),70.0,20.0,1.0,4.0,20.0,85.0,Meat,Literature,High,0.25220938137321547,0.01,D,0.25,37.71162474507138,0.2375886524822695,0.6907216494845361,72.65664985011333,55.18413729759236
824.0,Recyclable Mono-PE Meat Pouch,50.0,16.0,1.0,2.5,50.0,80.0,Meat,Estimate,Medium,0.15023793337865396,0.01,C,0.5,49.29048266485384,0.2198581560283688,0.4845360824742268,63.23389632229291,56.26218949357337
825.0,Compostable Meat Pouch,40.0,14.0,85.0,0.8,60.0,100.0,Meat,Estimate,Medium,0.034670292318150914,0.85,C,0.5,79.11318830727397,0.2907801418439716,0.38144329896907214,54.53315785625503,66.82317308176451
826.0,Virgin Cardboard - Dairy Carton,16.0,12.0,5.0,1.1,88.0,48.0,Dairy,Literature,High,0.055064581917063225,0.05,B,0.75,61.79741672331747,0.10638297872340426,0.13402061855670103,51.381881991664834,56.589649357491155
827.0,Recycled Cardboard - Dairy Carton,16.0,12.0,5.0,0.8,92.0,44.0,Dairy,Estimate,Medium,0.034670292318150914,0.05,A,1.0,70.11318830727397,0.09219858156028368,0.13402061855670103,52.091101849820866,61.10214507854742
828.0,Liquid Carton (Paper/PE),25.0,15.0,5.0,3.0,60.0,100.0,Dairy,Literature,High,0.18422841604350781,0.05,C,0.5,49.13086335825969,0.2907801418439716,0.2268041237113402,46.80119909336843,47.96603122581406
829.0,Liquid Carton (Paper/BioPE),25.0,15.0,20.0,2.0,70.0,120.0,Dairy,Estimate,Medium,0.11624745071380013,0.2,B,0.75,63.85010197144799,0.3617021276595745,0.2268041237113402,43.25509980258829,53.552600887018144
830.0,Liquid Carton (Paper/PE/Alu),30.0,18.0,5.0,6.0,30.0,150.0,Dairy,Literature,High,0.38817131203263083,0.05,D,0.25,33.473147518694766,0.46808510638297873,0.27835051546391754,40.51327045404694,36.99320898637085
831.0,Recycled Liquid Carton Board,26.0,16.0,5.0,2.5,75.0,110.0,Dairy,Estimate,Medium,0.15023793337865396,0.05,B,0.75,57.99048266485385,0.3262411347517731,0.23711340206185566,45.54361336550413,51.767048015178986
832.0,PLA Dairy Cup,50.0,10.0,80.0,0.6,70.0,120.0,Dairy,Estimate,Medium,0.02107409925220938,0.8,B,0.75,85.65703602991162,0.3617021276595745,0.4845360824742268,56.141697740732624,70.89936688532212
833.0,PET Dairy Cup,55.0,11.0,1.0,3.0,40.0,80.0,Dairy,Literature,High,0.18422841604350781,0.01,D,0.25,40.430863358259685,0.2198581560283688,0.5360824742268041,65.81121590992176,53.12103963409072
834.0,PP Dairy Cup,50.0,10.0,1.0,2.6,40.0,75.0,Dairy,Literature,High,0.15703602991162474,0.01,D,0.25,41.518558803535015,0.20212765957446807,0.4845360824742268,64.12042114498794,52.81948997426148
835.0,Recycled PP Dairy Cup,50.0,10.0,1.0,1.9,55.0,72.0,Dairy,Estimate,Medium,0.10944935418082935,0.01,C,0.5,50.92202583276683,0.19148936170212766,0.4845360824742268,64.65233603860496,57.787180935685896
836.0,Paper-based Dairy Tub,20.0,12.0,80.0,1.1,85.0,90.0,Dairy,Estimate,Medium,0.055064581917063225,0.8,B,0.75,84.29741672331747,0.2553191489361702,0.17525773195876287,45.99692915112964,65.14717293722356
837.0,Virgin Cardboard - Egg Carton,15.0,10.0,5.0,1.1,90.0,40.0,Eggs,Literature,High,0.055064581917063225,0.05,A,1.0,69.29741672331747,0.07801418439716312,0.12371134020618557,52.28485779045112,60.7911372568843
838.0,Recycled Cardboard - Egg Carton,15.0,10.0,5.0,0.8,95.0,36.0,Eggs,Estimate,Medium,0.034670292318150914,0.05,A,1.0,70.11318830727397,0.06382978723404255,0.12371134020618557,52.99407764860715,61.553632977940566
839.0,Molded Pulp Egg Carton,12.0,9.0,85.0,0.5,80.0,45.0,Eggs,Literature,High,0.014276002719238614,0.85,B,0.75,87.42895989123046,0.09574468085106383,0.09278350515463918,49.85194121517877,68.64045055320462
840.0,Plastic Egg Carton (PET),65.0,15.0,1.0,3.0,40.0,70.0,Eggs,Literature,High,0.18422841604350781,0.01,D,0.25,40.430863358259685,0.18439716312056736,0.6391752577319587,72.73890473056956,56.58488404441462
841.0,Recycled Plastic Egg Carton (rPET),65.0,15.0,1.0,1.8,60.0,68.0,Eggs,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.1773049645390071,0.6391752577319587,73.09351465964757,62.143732176866614
842.0,Paper-based Egg Tray,12.0,9.0,85.0,0.5,85.0,42.0,Eggs,Estimate,Medium,0.014276002719238614,0.85,B,0.75,87.42895989123046,0.0851063829787234,0.09278350515463918,50.38385610879579,68.90640800001313
843.0,Virgin Cardboard - Cereal Box,16.0,12.0,5.0,1.1,90.0,45.0,Cereals,Literature,High,0.055064581917063225,0.05,A,1.0,69.29741672331747,0.09574468085106383,0.13402061855670103,51.91379688528186,60.60560680429967
844.0,Recycled Cardboard - Cereal Box,16.0,12.0,5.0,0.8,95.0,41.0,Cereals,Literature,High,0.034670292318150914,0.05,A,1.0,70.11318830727397,0.08156028368794327,0.13402061855670103,52.62301674343789,61.36810252535593
845.0,Plastic Cereal Liner (PE),25.0,8.0,1.0,2.5,30.0,40.0,Cereals,Literature,High,0.15023793337865396,0.01,D,0.25,41.79048266485385,0.07801418439716312,0.2268041237113402,57.439496965708855,49.61498981528135
846.0,Recycled Plastic Cereal Liner,25.0,8.0,1.0,1.8,50.0,38.0,Cereals,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.07092198581560284,0.2268041237113402,57.794106894786864,54.49402829443626
847.0,Paper-based Cereal Liner,12.0,6.0,80.0,0.9,90.0,35.0,Cereals,Estimate,Medium,0.04146838885112169,0.8,A,1.0,92.34126444595515,0.06028368794326241,0.09278350515463918,51.62499086056884,71.98312765326199
848.0,Compostable Cereal Liner,20.0,7.0,85.0,0.7,60.0,60.0,Cereals,Estimate,Medium,0.027872195785180146,0.85,C,0.5,79.3851121685928,0.14893617021276595,0.17525773195876287,51.31607808729984,65.35059512794632
849.0,Virgin Cardboard - Snack Box,16.0,12.0,5.0,1.1,90.0,45.0,Snacks,Estimate,Medium,0.055064581917063225,0.05,A,1.0,69.29741672331747,0.09574468085106383,0.13402061855670103,51.91379688528186,60.60560680429967
850.0,Recycled Cardboard - Snack Box,16.0,12.0,5.0,0.8,95.0,41.0,Snacks,Estimate,Medium,0.034670292318150914,0.05,A,1.0,70.11318830727397,0.08156028368794327,0.13402061855670103,52.62301674343789,61.36810252535593
851.0,Plastic Snack Pouch (PET/PE),50.0,12.0,1.0,3.0,30.0,70.0,Snacks,Literature,High,0.18422841604350781,0.01,D,0.25,40.430863358259685,0.18439716312056736,0.4845360824742268,65.00694596768297,52.718904662971326
852.0,Recyclable Mono-PE Snack Pouch,45.0,11.0,1.0,2.5,50.0,75.0,Snacks,Estimate,Medium,0.15023793337865396,0.01,C,0.5,49.29048266485384,0.20212765957446807,0.4329896907216495,61.54310155735907,55.41679211110646
853.0,Paper-based Snack Pouch,18.0,10.0,70.0,1.1,85.0,80.0,Snacks,Estimate,Medium,0.055064581917063225,0.7,B,0.75,81.29741672331747,0.2198581560283688,0.15463917525773196,46.73905096146816,64.01823384239282
854.0,Compostable Snack Pouch,35.0,9.0,85.0,0.7,60.0,90.0,Snacks,Estimate,Medium,0.027872195785180146,0.85,C,0.5,79.3851121685928,0.2553191489361702,0.32989690721649484,53.728887914016234,66.55700004130452
855.0,Metalized Snack Pouch (PET/Alu/PE),60.0,15.0,1.0,6.0,20.0,90.0,Snacks,Literature,High,0.38817131203263083,0.01,D,0.25,32.27314751869477,0.2553191489361702,0.5876288659793815,66.61548585216057,49.44431668542767
856.0,Paper-based Snack Pouch with Barrier,20.0,10.0,65.0,1.2,75.0,95.0,Snacks,Estimate,Medium,0.06186267845003398,0.65,B,0.75,79.52549286199864,0.2730496453900709,0.17525773195876287,45.1104043284346,62.31794859521662
857.0,Virgin Cardboard - Chocolate Box,16.0,12.0,5.0,1.1,90.0,50.0,Confectionery,Estimate,Medium,0.055064581917063225,0.05,A,1.0,69.29741672331747,0.11347517730496454,0.13402061855670103,51.027272062586825,60.16234439295215
858.0,Recycled Cardboard - Chocolate Box,16.0,12.0,5.0,0.8,95.0,45.0,Confectionery,Estimate,Medium,0.034670292318150914,0.05,A,1.0,70.11318830727397,0.09574468085106383,0.13402061855670103,51.91379688528186,61.01349259627791
859.0,Plastic Chocolate Tray (PET),65.0,15.0,1.0,3.0,40.0,80.0,Confectionery,Literature,High,0.18422841604350781,0.01,D,0.25,40.430863358259685,0.2198581560283688,0.6391752577319587,70.9658550851795,55.69835922171959
860.0,Recycled Plastic Chocolate Tray (rPET),65.0,15.0,1.0,1.8,60.0,78.0,Confectionery,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.2127659574468085,0.6391752577319587,71.32046501425751,61.257207354171584
861.0,Paper-based Chocolate Tray,14.0,10.0,80.0,1.0,85.0,60.0,Confectionery,Estimate,Medium,0.04826648538409245,0.8,B,0.75,84.56934058463631,0.14893617021276595,0.1134020618556701,48.22329458214521,66.39631758339075
862.0,Compostable Chocolate Tray (Bagasse),15.0,11.0,88.0,0.45,78.0,60.0,Confectionery,Estimate,Medium,0.01087695445275323,0.88,B,0.75,88.46492182188986,0.14893617021276595,0.12371134020618557,48.73875849967098,68.60184016078043
863.0,Virgin Cardboard - Coffee Box,16.0,12.0,5.0,1.1,90.0,45.0,Coffee,Literature,High,0.055064581917063225,0.05,A,1.0,69.29741672331747,0.09574468085106383,0.13402061855670103,51.91379688528186,60.60560680429967
864.0,Recycled Cardboard - Coffee Box,16.0,12.0,5.0,0.8,95.0,41.0,Coffee,Literature,High,0.034670292318150914,0.05,A,1.0,70.11318830727397,0.08156028368794327,0.13402061855670103,52.62301674343789,61.36810252535593
865.0,Plastic Coffee Pouch (PET/Alu/PE),60.0,15.0,1.0,6.0,20.0,90.0,Coffee,Literature,High,0.38817131203263083,0.01,D,0.25,32.27314751869477,0.2553191489361702,0.5876288659793815,66.61548585216057,49.44431668542767
866.0,Recyclable Coffee Pouch (Mono-PE),45.0,11.0,1.0,2.5,50.0,75.0,Coffee,Estimate,Medium,0.15023793337865396,0.01,C,0.5,49.29048266485384,0.20212765957446807,0.4329896907216495,61.54310155735907,55.41679211110646
867.0,Paper-based Coffee Pouch,18.0,10.0,70.0,1.1,85.0,80.0,Coffee,Estimate,Medium,0.055064581917063225,0.7,B,0.75,81.29741672331747,0.2198581560283688,0.15463917525773196,46.73905096146816,64.01823384239282
868.0,Compostable Coffee Pouch,35.0,9.0,85.0,0.7,60.0,90.0,Coffee,Estimate,Medium,0.027872195785180146,0.85,C,0.5,79.3851121685928,0.2553191489361702,0.32989690721649484,53.728887914016234,66.55700004130452
869.0,Virgin Cardboard - Tea Box,16.0,12.0,5.0,1.1,90.0,45.0,Tea,Literature,High,0.055064581917063225,0.05,A,1.0,69.29741672331747,0.09574468085106383,0.13402061855670103,51.91379688528186,60.60560680429967
870.0,Recycled Cardboard - Tea Box,16.0,12.0,5.0,0.8,95.0,41.0,Tea,Literature,High,0.034670292318150914,0.05,A,1.0,70.11318830727397,0.08156028368794327,0.13402061855670103,52.62301674343789,61.36810252535593
871.0,Plastic Tea Pouch (PET/PE),50.0,12.0,1.0,3.0,30.0,70.0,Tea,Literature,High,0.18422841604350781,0.01,D,0.25,40.430863358259685,0.18439716312056736,0.4845360824742268,65.00694596768297,52.718904662971326
872.0,Recyclable Mono-PE Tea Pouch,45.0,11.0,1.0,2.5,50.0,75.0,Tea,Estimate,Medium,0.15023793337865396,0.01,C,0.5,49.29048266485384,0.20212765957446807,0.4329896907216495,61.54310155735907,55.41679211110646
873.0,Paper-based Tea Pouch,18.0,10.0,70.0,1.1,85.0,80.0,Tea,Estimate,Medium,0.055064581917063225,0.7,B,0.75,81.29741672331747,0.2198581560283688,0.15463917525773196,46.73905096146816,64.01823384239282
874.0,Compostable Tea Pouch,35.0,9.0,85.0,0.7,60.0,90.0,Tea,Estimate,Medium,0.027872195785180146,0.85,C,0.5,79.3851121685928,0.2553191489361702,0.32989690721649484,53.728887914016234,66.55700004130452
875.0,Tea Bag Paper,5.0,3.0,90.0,0.7,80.0,40.0,Tea,Literature,High,0.027872195785180146,0.9,B,0.75,88.3851121685928,0.07801418439716312,0.020618556701030927,47.13021861519339,67.7576653918931
876.0,Bio-based Tea Bag (PLA Mesh),35.0,8.0,80.0,0.6,60.0,90.0,Tea,Literature,High,0.02107409925220938,0.8,C,0.5,78.15703602991164,0.2553191489361702,0.32989690721649484,53.728887914016234,65.94296197196394
877.0,Compostable Tea Bag Mesh,30.0,7.0,85.0,0.6,65.0,85.0,Tea,Estimate,Medium,0.02107409925220938,0.85,C,0.5,79.65703602991164,0.2375886524822695,0.27835051546391754,52.03809314908241,65.84756458949703
878.0,Recycled Tea Bag Paper,5.0,3.0,90.0,0.55,85.0,35.0,Tea,Estimate,Medium,0.017675050985724,0.9,B,0.75,88.79299796057104,0.06028368794326241,0.020618556701030927,48.01674343788843,68.40487069922973
879.0,Virgin Cardboard - Pet Food Box,16.0,12.0,5.0,1.1,90.0,45.0,Pet Food,Estimate,Medium,0.055064581917063225,0.05,A,1.0,69.29741672331747,0.09574468085106383,0.13402061855670103,51.91379688528186,60.60560680429967
880.0,Recycled Cardboard - Pet Food Box,16.0,12.0,5.0,0.8,95.0,41.0,Pet Food,Estimate,Medium,0.034670292318150914,0.05,A,1.0,70.11318830727397,0.08156028368794327,0.13402061855670103,52.62301674343789,61.36810252535593
881.0,Plastic Pet Food Pouch (PET/PE),50.0,12.0,1.0,3.0,30.0,70.0,Pet Food,Literature,High,0.18422841604350781,0.01,D,0.25,40.430863358259685,0.18439716312056736,0.4845360824742268,65.00694596768297,52.718904662971326
882.0,Recyclable Mono-PE Pet Food Pouch,45.0,11.0,1.0,2.5,50.0,75.0,Pet Food,Estimate,Medium,0.15023793337865396,0.01,C,0.5,49.29048266485384,0.20212765957446807,0.4329896907216495,61.54310155735907,55.41679211110646
883.0,Paper-based Pet Food Pouch,18.0,10.0,70.0,1.1,85.0,80.0,Pet Food,Estimate,Medium,0.055064581917063225,0.7,B,0.75,81.29741672331747,0.2198581560283688,0.15463917525773196,46.73905096146816,64.01823384239282
884.0,Compostable Pet Food Pouch,35.0,9.0,85.0,0.7,60.0,90.0,Pet Food,Estimate,Medium,0.027872195785180146,0.85,C,0.5,79.3851121685928,0.2553191489361702,0.32989690721649484,53.728887914016234,66.55700004130452
