material_id,material_type,strength_mpa,weight_capacity_kg,biodegradability_percent,co2_emission_kg_per_kg,recyclability_percent,cost_per_kg,industry_use_case,source_type,confidence_level,co2_emission_norm,biodegradability_norm,recyclability_category,recyclability_score,co2_impact_index,strength_norm,capacity_norm,cost_norm,inv_cost_norm,cost_efficiency_index
737.0,Recycled Plastic Pump Dispenser,55.0,10.0,1.0,1.9,50.0,58.0,Dispensers,Estimate,Medium,0.10944935418082935,0.01,C,0.5,50.92202583276683,0.5360824742268041,0.0053404539385847796,0.14184397163120568,0.8581560283687943,47.34819343829354
738.0,Metal Pump Dispenser,65.0,12.0,1.0,6.0,90.0,90.0,Dispensers,Estimate,Medium,0.38817131203263083,0.01,A,1.0,54.77314751869476,0.6391752577319587,0.006675567423230975,0.2553191489361702,0.7446808510638299,48.107702863890175
739.0,Paper-based Pump Dispenser,25.0,8.0,75.0,1.4,80.0,80.0,Dispensers,Estimate,Medium,0.07545887151597551,0.75,B,0.75,81.98164513936098,0.2268041237113402,0.004005340453938585,0.2198581560283688,0.7801418439716312,32.596580481220705
740.0,Bio-based Pump Dispenser,50.0,9.0,40.0,2.0,50.0,75.0,Dispensers,Estimate,Medium,0.11624745071380013,0.4,C,0.5,62.35010197144799,0.4845360824742268,0.004672897196261682,0.20212765957446807,0.7978723404255319,43.45780042762288
741.0,Virgin Cardboard - Pharma Shipping Box,18.0,16.0,5.0,1.18,90.0,50.0,Pharma Shipping,Estimate,Medium,0.06050305914343983,0.05,A,1.0,69.07987763426242,0.15463917525773196,0.009345794392523364,0.11347517730496454,0.8865248226950355,33.061685522936045
742.0,Recycled Cardboard - Pharma Shipping Box,18.0,16.0,5.0,0.82,95.0,46.0,Pharma Shipping,Estimate,Medium,0.03602991162474507,0.05,A,1.0,70.0588035350102,0.15463917525773196,0.009345794392523364,0.09929078014184398,0.900709219858156,33.48721743782966
743.0,Insulated Pharma Shipper (EPS),20.0,30.0,0.0,5.0,10.0,80.0,Pharma,Estimate,Medium,0.3201903467029232,0.0,D,0.25,34.692386131883076,0.17525773195876287,0.018691588785046728,0.2198581560283688,0.7801418439716312,30.975312261050853
744.0,Insulated Pharma Shipper (PU),30.0,40.0,0.0,4.0,30.0,150.0,Pharma,Estimate,Medium,0.25220938137321547,0.0,D,0.25,37.41162474507138,0.27835051546391754,0.025367156208277702,0.46808510638297873,0.5319148936170213,27.85248211331567
745.0,Insulated Pharma Shipper (Paper-based),22.0,28.0,80.0,1.5,70.0,100.0,Pharma,Estimate,Medium,0.08225696804894629,0.8,B,0.75,83.20972127804215,0.1958762886597938,0.017356475300400534,0.2907801418439716,0.7092198581560284,29.632341550084618
746.0,Phase-change Material Pack - Reusable,5.0,5.0,0.0,4.0,0.0,200.0,Pharma,Estimate,Medium,0.25220938137321547,0.0,D,0.25,37.41162474507138,0.020618556701030927,0.0020026702269692926,0.6453900709219859,0.35460992907801414,11.523120247190741
747.0,Phase-change Material Pack - Single Use,5.0,5.0,0.0,3.0,0.0,150.0,Pharma,Estimate,Medium,0.18422841604350781,0.0,D,0.25,40.13086335825969,0.020618556701030927,0.0020026702269692926,0.46808510638297873,0.5319148936170213,16.84226918336095
748.0,Paper-based Pallet Collar,20.0,20.0,80.0,1.2,85.0,70.0,Palletization,Estimate,Medium,0.06186267845003398,0.8,B,0.75,84.02549286199864,0.17525773195876287,0.012016021361815754,0.18439716312056736,0.8156028368794326,31.838875025587964
749.0,Recycled Paper-based Pallet Collar,20.0,20.0,82.0,1.0,90.0,65.0,Palletization,Estimate,Medium,0.04826648538409245,0.82,A,1.0,92.6693405846363,0.17525773195876287,0.012016021361815754,0.16666666666666666,0.8333333333333334,32.37078991920499
750.0,Plastic Pallet Collar,50.0,25.0,1.0,3.5,30.0,80.0,Palletization,Estimate,Medium,0.21821889870836164,0.01,D,0.25,39.07124405166554,0.4845360824742268,0.015353805073431242,0.2198581560283688,0.7801418439716312,43.24631277032095
751.0,Recycled Plastic Pallet Collar,50.0,25.0,1.0,2.5,50.0,75.0,Palletization,Estimate,Medium,0.15023793337865396,0.01,C,0.5,49.29048266485384,0.4845360824742268,0.015353805073431242,0.20212765957446807,0.7978723404255319,43.77822766393796
752.0,Wood Pallet Collar,35.0,30.0,60.0,2.5,60.0,90.0,Palletization,Estimate,Medium,0.15023793337865396,0.6,C,0.5,66.99048266485384,0.32989690721649484,0.018691588785046728,0.2553191489361702,0.7446808510638299,36.097049484126096
753.0,Bio-based Pallet Collar,40.0,22.0,30.0,2.0,50.0,95.0,Palletization,Estimate,Medium,0.11624745071380013,0.3,C,0.5,59.350101971448,0.38144329896907214,0.01335113484646195,0.2730496453900709,0.7269503546099291,37.46677664245461
754.0,Virgin Cardboard - Bulk Bin,20.0,25.0,5.0,1.3,88.0,55.0,Bulk Bins,Estimate,Medium,0.06866077498300475,0.05,B,0.75,61.25356900067982,0.17525773195876287,0.015353805073431242,0.13120567375886524,0.8687943262411347,33.5347532177875
755.0,Recycled Cardboard - Bulk Bin,20.0,25.0,5.0,0.9,93.0,50.0,Bulk Bins,Estimate,Medium,0.04146838885112169,0.05,A,1.0,69.84126444595513,0.17525773195876287,0.015353805073431242,0.11347517730496454,0.8865248226950355,34.06666811140452
756.0,Plastic Bulk Bin (HDPE),70.0,30.0,1.0,4.0,50.0,110.0,Bulk Bins,Estimate,Medium,0.25220938137321547,0.01,C,0.5,45.211624745071376,0.6907216494845361,0.018691588785046728,0.3262411347517731,0.6737588652482269,48.40237960037965
757.0,Recycled Plastic Bulk Bin,70.0,30.0,1.0,2.8,65.0,105.0,Bulk Bins,Estimate,Medium,0.17063222297756625,0.01,C,0.5,48.47471108089735,0.6907216494845361,0.018691588785046728,0.30851063829787234,0.6914893617021276,48.934294493996674
758.0,Metal Bulk Bin (Steel),80.0,35.0,0.0,7.0,90.0,140.0,Bulk Bins,Estimate,Medium,0.45615227736233854,0.0,A,1.0,51.753908905506464,0.7938144329896907,0.022029372496662217,0.4326241134751773,0.5673758865248226,49.434735090232174
759.0,Bio-based Bulk Bin,50.0,25.0,30.0,2.5,55.0,120.0,Bulk Bins,Estimate,Medium,0.15023793337865396,0.3,C,0.5,57.99048266485385,0.4845360824742268,0.015353805073431242,0.3617021276595745,0.6382978723404256,38.990993621384774
760.0,Virgin Cardboard - Archive Box,14.0,10.0,5.0,1.05,90.0,40.0,Archive,Literature,High,0.051665533650577834,0.05,A,1.0,69.4333786539769,0.1134020618556701,0.0053404539385847796,0.07801418439716312,0.9219858156028369,32.355870560469455
761.0,Recycled Cardboard - Archive Box,14.0,10.0,5.0,0.78,95.0,36.0,Archive,Estimate,Medium,0.03331067301155677,0.05,A,1.0,70.16757307953773,0.1134020618556701,0.0053404539385847796,0.06382978723404255,0.9361702127659575,32.78140247536307
762.0,Paper-based Archive Box,12.0,8.0,80.0,0.9,90.0,35.0,Archive,Estimate,Medium,0.04146838885112169,0.8,A,1.0,92.34126444595515,0.09278350515463918,0.004005340453938585,0.06028368794326241,0.9397163120567376,32.02298978150585
763.0,Plastic Archive Box,45.0,18.0,1.0,3.0,30.0,60.0,Archive,Estimate,Medium,0.18422841604350781,0.01,D,0.25,40.430863358259685,0.4329896907216495,0.010680907877169559,0.14893617021276595,0.851063829787234,43.171929758798086
764.0,Recycled Plastic Archive Box,45.0,18.0,1.0,2.0,50.0,58.0,Archive,Estimate,Medium,0.11624745071380013,0.01,C,0.5,50.650101971447995,0.4329896907216495,0.010680907877169559,0.14184397163120568,0.8581560283687943,43.3846957162449
765.0,Virgin Paper - Envelope,6.0,4.0,5.0,0.9,85.0,30.0,Envelopes,Literature,High,0.04146838885112169,0.05,B,0.75,62.34126444595513,0.030927835051546393,0.0013351134846461949,0.0425531914893617,0.9574468085106383,30.000571061920393
766.0,Recycled Paper - Envelope,6.0,4.0,5.0,0.6,90.0,26.0,Envelopes,Estimate,Medium,0.02107409925220938,0.05,A,1.0,70.65703602991162,0.030927835051546393,0.0013351134846461949,0.028368794326241134,0.9716312056737588,30.426102976814008
767.0,Plastic Envelope (PE),25.0,8.0,1.0,2.5,30.0,40.0,Envelopes,Estimate,Medium,0.15023793337865396,0.01,D,0.25,41.79048266485385,0.2268041237113402,0.004005340453938585,0.07801418439716312,0.9219858156028369,36.85189963015688
768.0,Recycled Plastic Envelope (PE),25.0,8.0,1.0,1.8,50.0,38.0,Envelopes,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.2268041237113402,0.004005340453938585,0.07092198581560284,0.9290780141843972,37.064665587603685
769.0,Compostable Envelope,18.0,6.0,85.0,0.7,60.0,55.0,Envelopes,Estimate,Medium,0.027872195785180146,0.85,C,0.5,79.3851121685928,0.15463917525773196,0.0026702269692923898,0.13120567375886524,0.8687943262411347,32.32950360662209
770.0,Paperboard Mailing Carton,16.0,10.0,80.0,1.0,85.0,45.0,Envelopes,Estimate,Medium,0.04826648538409245,0.8,B,0.75,84.56934058463631,0.13402061855670103,0.0053404539385847796,0.09574468085106383,0.9042553191489362,32.64869793489367
771.0,Virgin Cardboard - Shoe Box,16.0,14.0,5.0,1.1,90.0,46.0,Shoes,Estimate,Medium,0.055064581917063225,0.05,A,1.0,69.29741672331747,0.13402061855670103,0.00801068090787717,0.09929078014184398,0.900709219858156,32.62242176524904
772.0,Recycled Cardboard - Shoe Box,16.0,14.0,5.0,0.8,95.0,42.0,Shoes,Estimate,Medium,0.034670292318150914,0.05,A,1.0,70.11318830727397,0.13402061855670103,0.00801068090787717,0.0851063829787234,0.9148936170212766,33.047953680142655
773.0,Paper-based Shoe Insert,10.0,6.0,80.0,0.8,90.0,35.0,Shoes,Estimate,Medium,0.034670292318150914,0.8,A,1.0,92.61318830727396,0.07216494845360824,0.0026702269692923898,0.06028368794326241,0.9397163120567376,31.15819410892523
774.0,Plastic Shoe Box,40.0,16.0,1.0,3.0,30.0,60.0,Shoes,Estimate,Medium,0.18422841604350781,0.01,D,0.25,40.430863358259685,0.38144329896907214,0.009345794392523364,0.14893617021276595,0.851063829787234,41.07002068415561
775.0,Bio-based Shoe Box,20.0,14.0,40.0,1.5,60.0,80.0,Shoes,Estimate,Medium,0.08225696804894629,0.4,C,0.5,63.70972127804215,0.17525773195876287,0.00801068090787717,0.2198581560283688,0.7801418439716312,30.65488502473577
776.0,Virgin Cardboard - Apparel Box,16.0,12.0,5.0,1.1,90.0,45.0,Apparel,Estimate,Medium,0.055064581917063225,0.05,A,1.0,69.29741672331747,0.13402061855670103,0.006675567423230975,0.09574468085106383,0.9042553191489362,32.688751339433054
777.0,Recycled Cardboard - Apparel Box,16.0,12.0,5.0,0.8,95.0,41.0,Apparel,Estimate,Medium,0.034670292318150914,0.05,A,1.0,70.11318830727397,0.13402061855670103,0.006675567423230975,0.08156028368794327,0.9184397163120568,33.11428325432667
778.0,Paper Mailer - Apparel,14.0,8.0,80.0,0.9,90.0,40.0,Apparel,Estimate,Medium,0.04146838885112169,0.8,A,1.0,92.34126444595515,0.1134020618556701,0.004005340453938585,0.07801418439716312,0.9219858156028369,32.31581715593007
779.0,Plastic Mailer - Apparel,30.0,10.0,1.0,2.5,30.0,50.0,Apparel,Estimate,Medium,0.15023793337865396,0.01,D,0.25,41.79048266485385,0.27835051546391754,0.0053404539385847796,0.11347517730496454,0.8865248226950355,37.88997891756531
780.0,Recycled Plastic Mailer - Apparel,30.0,10.0,1.0,1.8,50.0,48.0,Apparel,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.27835051546391754,0.0053404539385847796,0.10638297872340426,0.8936170212765957,38.10274487501212
781.0,Bio-based Mailer - Apparel,25.0,9.0,40.0,1.7,50.0,70.0,Apparel,Estimate,Medium,0.09585316111488781,0.4,C,0.5,63.16587355540448,0.2268041237113402,0.004672897196261682,0.18439716312056736,0.8156028368794326,33.680436970724436
782.0,Compostable Mailer - Apparel,20.0,8.0,85.0,0.7,60.0,90.0,Apparel,Estimate,Medium,0.027872195785180146,0.85,C,0.5,79.3851121685928,0.17525773195876287,0.004005340453938585,0.2553191489361702,0.7446808510638299,29.47089502388357
783.0,Virgin Paper - Carton Board for E-commerce,16.0,14.0,5.0,1.1,88.0,48.0,E-commerce,Estimate,Medium,0.055064581917063225,0.05,B,0.75,61.79741672331747,0.13402061855670103,0.00801068090787717,0.10638297872340426,0.8936170212765957,32.40965580780223
784.0,Recycled Paper - Carton Board for E-commerce,16.0,14.0,5.0,0.8,92.0,44.0,E-commerce,Estimate,Medium,0.034670292318150914,0.05,A,1.0,70.11318830727397,0.13402061855670103,0.00801068090787717,0.09219858156028368,0.9078014184397163,32.83518772269585
785.0,Paper-based Protective Sleeve,12.0,8.0,80.0,0.8,90.0,40.0,E-commerce,Estimate,Medium,0.034670292318150914,0.8,A,1.0,92.61318830727396,0.09278350515463918,0.004005340453938585,0.07801418439716312,0.9219858156028369,31.491074887888832
786.0,Recycled Paper-based Protective Sleeve,12.0,8.0,82.0,0.6,92.0,38.0,E-commerce,Estimate,Medium,0.02107409925220938,0.82,A,1.0,93.75703602991163,0.09278350515463918,0.004005340453938585,0.07092198581560284,0.9290780141843972,31.70384084533564
787.0,Plastic Bubble Mailer (PE),30.0,10.0,1.0,2.5,30.0,50.0,E-commerce,Literature,High,0.15023793337865396,0.01,D,0.25,41.79048266485385,0.27835051546391754,0.0053404539385847796,0.11347517730496454,0.8865248226950355,37.88997891756531
788.0,Recycled Plastic Bubble Mailer,30.0,10.0,1.0,1.8,50.0,48.0,E-commerce,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.27835051546391754,0.0053404539385847796,0.10638297872340426,0.8936170212765957,38.10274487501212
789.0,Paper-based Bubble Mailer,15.0,8.0,80.0,0.9,85.0,45.0,E-commerce,Estimate,Medium,0.04146838885112169,0.8,B,0.75,84.84126444595513,0.12371134020618557,0.004005340453938585,0.09574468085106383,0.9042553191489362,32.196273396333666
790.0,Compostable Bubble Mailer,20.0,8.0,85.0,0.7,60.0,80.0,E-commerce,Estimate,Medium,0.027872195785180146,0.85,C,0.5,79.3851121685928,0.17525773195876287,0.004005340453938585,0.2198581560283688,0.7801418439716312,30.53472481111761
791.0,Virgin Cardboard - Book Mailer,15.0,10.0,5.0,1.1,90.0,42.0,Books,Estimate,Medium,0.055064581917063225,0.05,A,1.0,69.29741672331747,0.12371134020618557,0.0053404539385847796,0.0851063829787234,0.9148936170212766,32.55547573704327
792.0,Recycled Cardboard - Book Mailer,15.0,10.0,5.0,0.8,95.0,38.0,Books,Estimate,Medium,0.034670292318150914,0.05,A,1.0,70.11318830727397,0.12371134020618557,0.0053404539385847796,0.07092198581560284,0.9290780141843972,32.981007651936885
793.0,Paper Mailer - Book,14.0,8.0,80.0,0.9,90.0,40.0,Books,Estimate,Medium,0.04146838885112169,0.8,A,1.0,92.34126444595515,0.1134020618556701,0.004005340453938585,0.07801418439716312,0.9219858156028369,32.31581715593007
794.0,Plastic Mailer - Book,30.0,10.0,1.0,2.5,30.0,50.0,Books,Estimate,Medium,0.15023793337865396,0.01,D,0.25,41.79048266485385,0.27835051546391754,0.0053404539385847796,0.11347517730496454,0.8865248226950355,37.88997891756531
795.0,Compostable Mailer - Book,20.0,8.0,85.0,0.7,60.0,80.0,Books,Estimate,Medium,0.027872195785180146,0.85,C,0.5,79.3851121685928,0.17525773195876287,0.004005340453938585,0.2198581560283688,0.7801418439716312,30.53472481111761
796.0,Virgin Cardboard - Wine Box,18.0,16.0,5.0,1.2,88.0,50.0,Wine,Estimate,Medium,0.06186267845003398,0.05,B,0.75,61.52549286199864,0.15463917525773196,0.009345794392523364,0.11347517730496454,0.8865248226950355,33.061685522936045
797.0,Recycled Cardboard - Wine Box,18.0,16.0,5.0,0.9,93.0,46.0,Wine,Estimate,Medium,0.04146838885112169,0.05,A,1.0,69.84126444595513,0.15463917525773196,0.009345794392523364,0.09929078014184398,0.900709219858156,33.48721743782966
798.0,Molded Pulp Wine Pack,12.0,9.0,85.0,0.5,80.0,55.0,Wine,Estimate,Medium,0.014276002719238614,0.85,B,0.75,87.42895989123046,0.09278350515463918,0.004672897196261682,0.13120567375886524,0.8687943262411347,29.915356909307455
799.0,Plastic Wine Insert (PET),65.0,18.0,1.0,3.0,40.0,85.0,Wine,Estimate,Medium,0.18422841604350781,0.01,D,0.25,40.430863358259685,0.6391752577319587,0.010680907877169559,0.2375886524822695,0.7624113475177305,48.75977797112535
800.0,Recycled Plastic Wine Insert (rPET),65.0,18.0,1.0,1.8,60.0,82.0,Wine,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.6391752577319587,0.010680907877169559,0.22695035460992907,0.7730496453900709,49.07892690729556
801.0,Virgin Cardboard - Fruit Box,18.0,16.0,5.0,1.2,90.0,48.0,Fruit,Estimate,Medium,0.06186267845003398,0.05,A,1.0,69.02549286199864,0.15463917525773196,0.009345794392523364,0.10638297872340426,0.8936170212765957,33.27445148038285
802.0,Recycled Cardboard - Fruit Box,18.0,16.0,5.0,0.82,95.0,44.0,Fruit,Estimate,Medium,0.03602991162474507,0.05,A,1.0,70.0588035350102,0.15463917525773196,0.009345794392523364,0.09219858156028368,0.9078014184397163,33.69998339527647
803.0,Plastic Fruit Crate (HDPE),70.0,25.0,1.0,3.0,50.0,90.0,Fruit,Literature,High,0.18422841604350781,0.01,C,0.5,47.93086335825969,0.6907216494845361,0.015353805073431242,0.2553191489361702,0.7446808510638299,50.42990566349928
804.0,Recycled Plastic Fruit Crate,70.0,25.0,1.0,2.2,65.0,85.0,Fruit,Estimate,Medium,0.12984364377974167,0.01,C,0.5,50.10625424881033,0.6907216494845361,0.015353805073431242,0.2375886524822695,0.7624113475177305,50.9618205571163
805.0,Molded Pulp Fruit Tray,12.0,9.0,85.0,0.5,80.0,55.0,Fruit,Estimate,Medium,0.014276002719238614,0.85,B,0.75,87.42895989123046,0.09278350515463918,0.004672897196261682,0.13120567375886524,0.8687943262411347,29.915356909307455
806.0,Paper-based Fruit Wrap,7.0,4.0,80.0,0.7,90.0,35.0,Fruit,Estimate,Medium,0.027872195785180146,0.8,A,1.0,92.88511216859278,0.041237113402061855,0.0013351134846461949,0.06028368794326241,0.9397163120567376,29.881027302323986
807.0,Bio-based Fruit Bag,25.0,8.0,40.0,1.5,50.0,70.0,Fruit,Estimate,Medium,0.08225696804894629,0.4,C,0.5,63.70972127804215,0.2268041237113402,0.004005340453938585,0.18439716312056736,0.8156028368794326,33.66041026845474
808.0,Compostable Fruit Bag,20.0,7.0,85.0,0.7,60.0,80.0,Fruit,Estimate,Medium,0.027872195785180146,0.85,C,0.5,79.3851121685928,0.17525773195876287,0.0033377837116154874,0.2198581560283688,0.7801418439716312,30.514698108847917
809.0,Virgin Cardboard - Vegetable Box,18.0,16.0,5.0,1.2,90.0,48.0,Vegetables,Estimate,Medium,0.06186267845003398,0.05,A,1.0,69.02549286199864,0.15463917525773196,0.009345794392523364,0.10638297872340426,0.8936170212765957,33.27445148038285
810.0,Recycled Cardboard - Vegetable Box,18.0,16.0,5.0,0.82,95.0,44.0,Vegetables,Estimate,Medium,0.03602991162474507,0.05,A,1.0,70.0588035350102,0.15463917525773196,0.009345794392523364,0.09219858156028368,0.9078014184397163,33.69998339527647
811.0,Plastic Vegetable Crate (HDPE),70.0,25.0,1.0,3.0,50.0,90.0,Vegetables,Estimate,Medium,0.18422841604350781,0.01,C,0.5,47.93086335825969,0.6907216494845361,0.015353805073431242,0.2553191489361702,0.7446808510638299,50.42990566349928
812.0,Recycled Plastic Vegetable Crate,70.0,25.0,1.0,2.2,65.0,85.0,Vegetables,Estimate,Medium,0.12984364377974167,0.01,C,0.5,50.10625424881033,0.6907216494845361,0.015353805073431242,0.2375886524822695,0.7624113475177305,50.9618205571163
813.0,Molded Pulp Vegetable Tray,12.0,9.0,85.0,0.5,80.0,55.0,Vegetables,Estimate,Medium,0.014276002719238614,0.85,B,0.75,87.42895989123046,0.09278350515463918,0.004672897196261682,0.13120567375886524,0.8687943262411347,29.915356909307455
814.0,Paper-based Vegetable Wrap,7.0,4.0,80.0,0.7,90.0,35.0,Vegetables,Estimate,Medium,0.027872195785180146,0.8,A,1.0,92.88511216859278,0.041237113402061855,0.0013351134846461949,0.06028368794326241,0.9397163120567376,29.881027302323986
815.0,Bio-based Vegetable Bag,25.0,8.0,40.0,1.5,50.0,70.0,Vegetables,Estimate,Medium,0.08225696804894629,0.4,C,0.5,63.70972127804215,0.2268041237113402,0.004005340453938585,0.18439716312056736,0.8156028368794326,33.66041026845474
816.0,Compostable Vegetable Bag,20.0,7.0,85.0,0.7,60.0,80.0,Vegetables,Estimate,Medium,0.027872195785180146,0.85,C,0.5,79.3851121685928,0.17525773195876287,0.0033377837116154874,0.2198581560283688,0.7801418439716312,30.514698108847917
817.0,Virgin Cardboard - Meat Box,18.0,16.0,5.0,1.2,88.0,50.0,Meat,Estimate,Medium,0.06186267845003398,0.05,B,0.75,61.52549286199864,0.15463917525773196,0.009345794392523364,0.11347517730496454,0.8865248226950355,33.061685522936045
818.0,Recycled Cardboard - Meat Box,18.0,16.0,5.0,0.9,93.0,46.0,Meat,Estimate,Medium,0.04146838885112169,0.05,A,1.0,69.84126444595513,0.15463917525773196,0.009345794392523364,0.09929078014184398,0.900709219858156,33.48721743782966
819.0,Plastic Meat Tray (PET/PE),65.0,18.0,1.0,3.0,30.0,80.0,Meat,Literature,High,0.18422841604350781,0.01,D,0.25,40.430863358259685,0.6391752577319587,0.010680907877169559,0.2198581560283688,0.7801418439716312,49.29169286474237
820.0,Recycled Plastic Meat Tray,65.0,18.0,1.0,2.0,50.0,78.0,Meat,Estimate,Medium,0.11624745071380013,0.01,C,0.5,50.650101971447995,0.6391752577319587,0.010680907877169559,0.2127659574468085,0.7872340425531915,49.50445882218918
821.0,Paper-based Meat Tray,17.0,12.0,80.0,1.1,85.0,60.0,Meat,Estimate,Medium,0.055064581917063225,0.8,B,0.75,84.29741672331747,0.14432989690721648,0.006675567423230975,0.14893617021276595,0.851063829787234,31.50537779260261
822.0,Compostable Meat Tray (Bagasse),15.0,11.0,88.0,0.45,78.0,60.0,Meat,Estimate,Medium,0.01087695445275323,0.88,B,0.75,88.46492182188986,0.12371134020618557,0.006008010680907877,0.14893617021276595,0.851063829787234,30.660608822291678
823.0,Plastic Meat Vacuum Pouch (PA/PE),70.0,20.0,1.0,4.0,20.0,85.0,Meat,Literature,High,0.25220938137321547,0.01,D,0.25,37.71162474507138,0.6907216494845361,0.012016021361815754,0.2375886524822695,0.7624113475177305,50.86168704576784
824.0,Recyclable Mono-PE Meat Pouch,50.0,16.0,1.0,2.5,50.0,80.0,Meat,Estimate,Medium,0.15023793337865396,0.01,C,0.5,49.29048266485384,0.4845360824742268,0.009345794392523364,0.2198581560283688,0.7801418439716312,43.06607244989371
825.0,Compostable Meat Pouch,40.0,14.0,85.0,0.8,60.0,100.0,Meat,Estimate,Medium,0.034670292318150914,0.85,C,0.5,79.11318830727397,0.38144329896907214,0.00801068090787717,0.2907801418439716,0.7092198581560284,36.774648130680056
826.0,Virgin Cardboard - Dairy Carton,16.0,12.0,5.0,1.1,88.0,48.0,Dairy,Literature,High,0.055064581917063225,0.05,B,0.75,61.79741672331747,0.13402061855670103,0.006675567423230975,0.10638297872340426,0.8936170212765957,32.369602403262846
827.0,Recycled Cardboard - Dairy Carton,16.0,12.0,5.0,0.8,92.0,44.0,Dairy,Estimate,Medium,0.034670292318150914,0.05,A,1.0,70.11318830727397,0.13402061855670103,0.006675567423230975,0.09219858156028368,0.9078014184397163,32.79513431815646
828.0,Liquid Carton (Paper/PE),25.0,15.0,5.0,3.0,60.0,100.0,Dairy,Literature,High,0.18422841604350781,0.05,C,0.5,49.13086335825969,0.2268041237113402,0.008678237650200267,0.2907801418439716,0.7092198581560284,30.609107822640468
829.0,Liquid Carton (Paper/BioPE),25.0,15.0,20.0,2.0,70.0,120.0,Dairy,Estimate,Medium,0.11624745071380013,0.2,B,0.75,63.85010197144799,0.2268041237113402,0.008678237650200267,0.3617021276595745,0.6382978723404256,28.48144824817238
830.0,Liquid Carton (Paper/PE/Alu),30.0,18.0,5.0,6.0,30.0,150.0,Dairy,Literature,High,0.38817131203263083,0.05,D,0.25,33.473147518694766,0.27835051546391754,0.010680907877169559,0.46808510638297873,0.5319148936170213,27.411894663382423
831.0,Recycled Liquid Carton Board,26.0,16.0,5.0,2.5,75.0,110.0,Dairy,Estimate,Medium,0.15023793337865396,0.05,B,0.75,57.99048266485385,0.23711340206185566,0.009345794392523364,0.3262411347517731,0.6737588652482269,29.977675871696736
832.0,PLA Dairy Cup,50.0,10.0,80.0,0.6,70.0,120.0,Dairy,Estimate,Medium,0.02107409925220938,0.8,B,0.75,85.65703602991162,0.4845360824742268,0.0053404539385847796,0.3617021276595745,0.6382978723404256,38.69059308733938
833.0,PET Dairy Cup,55.0,11.0,1.0,3.0,40.0,80.0,Dairy,Literature,High,0.18422841604350781,0.01,D,0.25,40.430863358259685,0.5360824742268041,0.006008010680907877,0.2198581560283688,0.7801418439716312,45.02779460864834
834.0,PP Dairy Cup,50.0,10.0,1.0,2.6,40.0,75.0,Dairy,Literature,High,0.15703602991162474,0.01,D,0.25,41.518558803535015,0.4845360824742268,0.0053404539385847796,0.20212765957446807,0.7978723404255319,43.477827129892574
835.0,Recycled PP Dairy Cup,50.0,10.0,1.0,1.9,55.0,72.0,Dairy,Estimate,Medium,0.10944935418082935,0.01,C,0.5,50.92202583276683,0.4845360824742268,0.0053404539385847796,0.19148936170212766,0.8085106382978724,43.79697606606279
836.0,Paper-based Dairy Tub,20.0,12.0,80.0,1.1,85.0,90.0,Dairy,Estimate,Medium,0.055064581917063225,0.8,B,0.75,84.29741672331747,0.17525773195876287,0.006675567423230975,0.2553191489361702,0.7446808510638299,29.551001832962342
837.0,Virgin Cardboard - Egg Carton,15.0,10.0,5.0,1.1,90.0,40.0,Eggs,Literature,High,0.055064581917063225,0.05,A,1.0,69.29741672331747,0.12371134020618557,0.0053404539385847796,0.07801418439716312,0.9219858156028369,32.76824169449007
838.0,Recycled Cardboard - Egg Carton,15.0,10.0,5.0,0.8,95.0,36.0,Eggs,Estimate,Medium,0.034670292318150914,0.05,A,1.0,70.11318830727397,0.12371134020618557,0.0053404539385847796,0.06382978723404255,0.9361702127659575,33.19377360938369
839.0,Molded Pulp Egg Carton,12.0,9.0,85.0,0.5,80.0,45.0,Eggs,Literature,High,0.014276002719238614,0.85,B,0.75,87.42895989123046,0.09278350515463918,0.004672897196261682,0.09574468085106383,0.9042553191489362,30.9791866965415
840.0,Plastic Egg Carton (PET),65.0,15.0,1.0,3.0,40.0,70.0,Eggs,Literature,High,0.18422841604350781,0.01,D,0.25,40.430863358259685,0.6391752577319587,0.008678237650200267,0.18439716312056736,0.8156028368794326,50.29544254516733
841.0,Recycled Plastic Egg Carton (rPET),65.0,15.0,1.0,1.8,60.0,68.0,Eggs,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.6391752577319587,0.008678237650200267,0.1773049645390071,0.8226950354609929,50.50820850261414
842.0,Paper-based Egg Tray,12.0,9.0,85.0,0.5,85.0,42.0,Eggs,Estimate,Medium,0.014276002719238614,0.85,B,0.75,87.42895989123046,0.09278350515463918,0.004672897196261682,0.0851063829787234,0.9148936170212766,31.298335632711716
843.0,Virgin Cardboard - Cereal Box,16.0,12.0,5.0,1.1,90.0,45.0,Cereals,Literature,High,0.055064581917063225,0.05,A,1.0,69.29741672331747,0.13402061855670103,0.006675567423230975,0.09574468085106383,0.9042553191489362,32.688751339433054
