strength_mpa,weight_capacity_kg,biodegradability_percent,co2_emission_kg_per_kg,recyclability_percent,cost_per_kg,industry_use_case,source_type,confidence_level,co2_emission_norm,biodegradability_norm,recyclability_category,recyclability_score,co2_impact_index,cost_norm,strength_norm,cost_efficiency_index
82.0,23.0,0.0,6.2,90.0,104.0,Canned Food,Estimate,Medium,0.4017675050985724,0.0,A,1.0,53.92929979605711,0.3049645390070922,0.8144329896907216,75.47342253418148
85.0,24.0,0.0,6.3,90.0,108.0,Paints,Estimate,Medium,0.4085656016315431,0.0,A,1.0,53.65737593473827,0.3191489361702128,0.845360824742268,76.31059442860277
78.0,19.0,0.0,6.1,88.0,106.0,Edible Aerosols,Estimate,Medium,0.3949694085656016,0.0,B,0.75,46.701223657375934,0.3120567375886525,0.7731958762886598,73.05695693500036
62.0,16.0,1.0,3.6,60.0,92.0,Bottles,Estimate,Medium,0.2250169952413324,0.01,C,0.5,46.29932019034671,0.2624113475177305,0.6082474226804123,67.29180375813408
60.0,15.0,1.0,3.5,60.0,90.0,Tubs,Estimate,Medium,0.2182188987083616,0.01,C,0.5,46.57124405166554,0.2553191489361702,0.5876288659793815,66.61548585216057
58.0,14.0,1.0,3.4,60.0,88.0,Trays,Estimate,Medium,0.2114208021753908,0.01,C,0.5,46.84316791298437,0.2482269503546099,0.5670103092783505,65.93916794618703
65.0,18.0,1.0,3.7,55.0,95.0,Pallet Parts,Estimate,Medium,0.2318150917743031,0.01,C,0.5,46.02739632902788,0.2730496453900709,0.6391752577319587,68.30628061709439
60.0,15.0,1.0,3.5,58.0,92.0,Edge Protectors,Estimate,Medium,0.2182188987083616,0.01,C,0.5,46.57124405166554,0.2624113475177305,0.5876288659793815,66.26087592308254
60.0,15.0,1.0,2.0,70.0,87.0,Non-food Bottles,Estimate,Medium,0.1162474507138001,0.01,B,0.75,58.15010197144799,0.2446808510638297,0.5876288659793815,67.14740074577759
58.0,14.0,1.0,1.9,70.0,85.0,Tubs,Estimate,Medium,0.1094493541808293,0.01,B,0.75,58.42202583276684,0.2375886524822695,0.5670103092783505,66.47108283980405
62.0,16.0,1.0,2.2,65.0,90.0,Boards,Estimate,Medium,0.1298436437797416,0.01,C,0.5,50.10625424881033,0.2553191489361702,0.6082474226804123,67.64641368721212
52.0,13.0,1.0,1.8,72.0,82.0,Films,Estimate,Medium,0.1026512576478586,0.01,B,0.75,58.69394969408566,0.226950354609929,0.5051546391752577,63.91021422826644
48.0,11.0,1.0,1.7,70.0,80.0,Foam Packs,Estimate,Medium,0.0958531611148878,0.01,B,0.75,58.96587355540448,0.2198581560283688,0.4639175257731959,62.20296848724136
50.0,10.0,85.0,0.55,70.0,118.0,Salad Packs,Estimate,Medium,0.017675050985724,0.85,B,0.75,87.29299796057104,0.3546099290780142,0.4845360824742268,56.49630766981063
52.0,11.0,80.0,0.6,68.0,120.0,Soup Packs,Estimate,Medium,0.0210740992522093,0.8,C,0.5,78.15703602991164,0.3617021276595745,0.5051546391752577,57.17262557578417
48.0,9.0,88.0,0.54,70.0,116.0,Trays,Estimate,Medium,0.0169952413324269,0.88,B,0.75,88.22019034670294,0.3475177304964539,0.4639175257731959,55.81998976383711
49.0,9.0,86.0,0.55,70.0,117.0,Clamshells,Estimate,Medium,0.017675050985724,0.86,B,0.75,87.59299796057104,0.351063829787234,0.4742268041237113,56.15814871682387
47.0,8.0,88.0,0.52,70.0,114.0,Lids,Estimate,Medium,0.0156356220258327,0.88,B,0.75,88.2745751189667,0.3404255319148936,0.4536082474226804,55.65913577538934
13.0,9.0,80.0,0.88,88.0,50.0,Fruit Punnets,Estimate,Medium,0.0401087695445275,0.8,B,0.75,84.89564921821889,0.1134751773049645,0.1030927835051546,49.4808803100095
15.0,11.0,78.0,0.95,85.0,55.0,Meat Packs,Estimate,Medium,0.044867437117607,0.78,B,0.75,84.10530251529572,0.1312056737588652,0.1237113402061855,49.625283322366016
12.0,10.0,84.0,0.9,88.0,48.0,Egg Packs,Literature,High,0.0414683888511216,0.84,B,0.75,86.04126444595514,0.1063829787234042,0.0927835051546391,49.32002632156174
16.0,12.0,75.0,1.0,85.0,60.0,Parts Packaging,Estimate,Medium,0.0482664853840924,0.75,B,0.75,83.0693405846363,0.1489361702127659,0.134020618556701,49.25422241719675
11.0,8.0,85.0,0.87,90.0,52.0,Cosmetics,Estimate,Medium,0.0394289598912304,0.85,A,1.0,93.92284160435078,0.1205673758865248,0.0824742268041237,48.09534254587995
17.0,14.0,5.0,1.15,90.0,45.0,Drinks Multipacks,Estimate,Medium,0.0584636301835485,0.05,A,1.0,69.16145479265805,0.0957446808510638,0.1443298969072164,52.42926080280763
15.0,10.0,5.0,1.05,92.0,42.0,Beauty Packs,Estimate,Medium,0.0516655336505778,0.05,A,1.0,69.4333786539769,0.0851063829787234,0.1237113402061855,51.930247861373104
14.0,9.0,5.0,1.02,92.0,40.0,Chocolate Packs,Estimate,Medium,0.0496261046906866,0.05,A,1.0,69.51495581237253,0.0780141843971631,0.1134020618556701,51.76939387292535
16.0,12.0,5.0,1.1,90.0,44.0,Frozen Packs,Estimate,Medium,0.0550645819170632,0.05,A,1.0,69.29741672331747,0.0921985815602836,0.134020618556701,52.09110184982087
16.0,12.0,5.0,1.1,90.0,44.0,Ready Meals,Estimate,Medium,0.0550645819170632,0.05,A,1.0,69.29741672331747,0.0921985815602836,0.134020618556701,52.09110184982087
50.0,10.0,78.0,0.56,68.0,123.0,Meals,Estimate,Medium,0.018354860639021,0.78,C,0.5,77.66580557443916,0.3723404255319149,0.4845360824742268,55.6097828471156
52.0,11.0,78.0,0.58,68.0,125.0,Meals,Estimate,Medium,0.0197144799456152,0.78,C,0.5,77.61142080217539,0.3794326241134751,0.5051546391752577,56.28610075308913
48.0,9.0,82.0,0.54,70.0,118.0,Snacks,Estimate,Medium,0.0169952413324269,0.82,B,0.75,86.42019034670292,0.3546099290780142,0.4639175257731959,55.46537983475908
49.0,9.0,80.0,0.53,70.0,120.0,Bakery,Estimate,Medium,0.0163154316791298,0.8,B,0.75,85.8473827328348,0.3617021276595745,0.4742268041237113,55.62623382320684
47.0,8.0,85.0,0.51,70.0,116.0,Small Meals,Estimate,Medium,0.0149558123725356,0.85,B,0.75,87.40176750509858,0.3475177304964539,0.4536082474226804,55.30452584631133
18.0,20.0,5.0,0.85,95.0,45.0,Wine Packs,Estimate,Medium,0.0380693405846363,0.05,A,1.0,69.97722637661454,0.0957446808510638,0.1546391752577319,52.94472472033341
15.0,15.0,5.0,0.8,95.0,40.0,Books,Estimate,Medium,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0780141843971631,0.1237113402061855,52.28485779045112
14.0,12.0,5.0,0.78,95.0,39.0,Apparel,Estimate,Medium,0.0333106730115567,0.05,A,1.0,70.16757307953773,0.0744680851063829,0.1134020618556701,51.94669883746435
17.0,18.0,5.0,0.83,95.0,44.0,Electronics,Estimate,Medium,0.0367097212780421,0.05,A,1.0,70.03161114887831,0.0921985815602836,0.1443298969072164,52.60656576734664
16.0,16.0,5.0,0.82,95.0,42.0,Grocery,Estimate,Medium,0.036029911624745,0.05,A,1.0,70.0588035350102,0.0851063829787234,0.134020618556701,52.44571177889888
14.0,9.0,90.0,0.45,78.0,65.0,Hot/Cold Cups,Estimate,Medium,0.0108769544527532,0.9,B,0.75,89.06492182188987,0.1666666666666666,0.1134020618556701,47.33676975945018
15.0,10.0,88.0,0.46,78.0,68.0,Bowls,Estimate,Medium,0.0115567641060503,0.88,B,0.75,88.437729435758,0.1773049645390071,0.1237113402061855,47.32031878335892
16.0,10.0,88.0,0.47,78.0,70.0,Plates,Estimate,Medium,0.0122365737593473,0.88,B,0.75,88.4105370496261,0.1843971631205673,0.134020618556701,47.48117277180668
14.0,8.0,90.0,0.44,80.0,63.0,Plates,Estimate,Medium,0.0101971447994561,0.9,B,0.75,89.09211420802175,0.1595744680851064,0.1134020618556701,47.69137968852819
17.0,11.0,88.0,0.48,75.0,72.0,Trays,Estimate,Medium,0.0129163834126444,0.88,B,0.75,88.38334466349423,0.1914893617021276,0.1443298969072164,47.64202676025444
22.0,14.0,90.0,0.4,80.0,85.0,Bulk Sacks,Estimate,Medium,0.0074779061862678,0.9,B,0.75,89.20088375254929,0.2375886524822695,0.1958762886597938,47.914381808876215
24.0,15.0,85.0,1.1,70.0,95.0,Boards,Estimate,Medium,0.0550645819170632,0.85,B,0.75,85.79741672331748,0.2730496453900709,0.2164948453608247,47.17225999853769
21.0,13.0,88.0,1.0,75.0,92.0,Protective Shells,Estimate,Medium,0.0482664853840924,0.88,B,0.75,86.96934058463631,0.2624113475177305,0.1855670103092783,46.15778313957739
7.0,5.0,90.0,0.38,80.0,60.0,Print Wrap,Estimate,Medium,0.0061182868796736,0.9,B,0.75,89.25526852481306,0.1489361702127659,0.0412371134020618,44.6150471594648
12.0,8.0,90.0,0.4,82.0,68.0,Cartons,Estimate,Medium,0.0074779061862678,0.9,B,0.75,89.20088375254929,0.1773049645390071,0.0927835051546391,45.7739270307816
9.0,6.0,98.0,0.32,60.0,82.0,Trays,Estimate,Medium,0.0020394289598912,0.98,C,0.5,84.31842284160435,0.226950354609929,0.0618556701030927,41.745265774658186
10.0,7.0,98.0,0.33,60.0,85.0,Bottle Packs,Estimate,Medium,0.0027192386131883,0.98,C,0.5,84.29123045547247,0.2375886524822695,0.0721649484536082,41.72881479856694
11.0,8.0,98.0,0.34,60.0,88.0,Electronics,Estimate,Medium,0.0033990482664853,0.98,C,0.5,84.26403806934059,0.2482269503546099,0.0824742268041237,41.71236382247569
8.0,5.0,98.0,0.31,60.0,80.0,General Packaging,Estimate,Medium,0.0013596193065941,0.98,C,0.5,84.34561522773623,0.2198581560283688,0.0515463917525773,41.58441178621043
12.0,9.0,96.0,0.36,60.0,90.0,Heavy Goods,Estimate,Medium,0.0047586675730795,0.96,C,0.5,83.60965329707682,0.2553191489361702,0.0927835051546391,41.87321781092345
27.0,7.0,88.0,0.41,65.0,102.0,Snacks,Estimate,Medium,0.0081577158395649,0.88,C,0.5,81.0736913664174,0.2978723404255319,0.2474226804123711,47.477516999341965
29.0,8.0,85.0,0.43,65.0,108.0,Snacks,Estimate,Medium,0.009517335146159,0.85,C,0.5,80.11930659415364,0.3191489361702128,0.268041237113402,47.444615047159466
24.0,6.0,90.0,0.4,65.0,98.0,Bottle Lining,Estimate,Medium,0.0074779061862678,0.9,C,0.5,81.70088375254929,0.2836879432624113,0.2164948453608247,46.64034510492067
31.0,9.0,82.0,0.46,60.0,112.0,Blisters,Estimate,Medium,0.0115567641060503,0.82,C,0.5,79.13772943575799,0.3333333333333333,0.2886597938144329,47.76632302405498
26.0,7.0,88.0,0.42,65.0,104.0,Labels,Estimate,Medium,0.0088375254928619,0.88,C,0.5,81.04649898028552,0.3049645390070922,0.2371134020618556,46.60744315273817
21.0,30.0,80.0,1.2,80.0,85.0,Interior Doors,Estimate,Medium,0.0618626784500339,0.8,B,0.75,84.02549286199864,0.2375886524822695,0.1855670103092783,47.39891789135044
19.0,24.0,80.0,1.1,80.0,78.0,Furniture,Estimate,Medium,0.0550645819170632,0.8,B,0.75,84.29741672331747,0.2127659574468085,0.1649484536082474,47.60912480807195
22.0,28.0,78.0,1.25,78.0,88.0,Pallet Top,Estimate,Medium,0.0652617267165193,0.78,B,0.75,83.28953093133923,0.2482269503546099,0.1958762886597938,47.3824669152592
23.0,32.0,78.0,1.3,75.0,90.0,Sandwich Panels,Estimate,Medium,0.0686607749830047,0.78,B,0.75,83.15356900067982,0.2553191489361702,0.2061855670103092,47.54332090370696
20.0,26.0,80.0,1.0,85.0,82.0,Pallet,Estimate,Medium,0.0482664853840924,0.8,B,0.75,84.56934058463631,0.226950354609929,0.1752577319587628,47.415368867441686
60.0,14.0,10.0,1.6,75.0,145.0,Bottle Caps,Estimate,Medium,0.089055064581917,0.1,B,0.75,61.93779741672331,0.450354609929078,0.5876288659793815,56.86371280251517
55.0,15.0,15.0,1.5,75.0,140.0,Bottles,Estimate,Medium,0.0822569680489462,0.15,B,0.75,63.70972127804215,0.4326241134751773,0.5360824742268041,55.17291803758133
48.0,13.0,20.0,1.4,75.0,135.0,Pouches,Estimate,Medium,0.0754588715159755,0.2,B,0.75,65.48164513936098,0.4148936170212766,0.4639175257731959,52.45119543759596
50.0,14.0,20.0,1.45,75.0,138.0,Pallet Hoods,Estimate,Medium,0.0788579197824609,0.2,B,0.75,65.34568320870156,0.425531914893617,0.4845360824742268,52.95020837903049
45.0,12.0,25.0,1.35,78.0,132.0,Liners,Estimate,Medium,0.0720598232494901,0.25,B,0.75,67.1176070700204,0.4042553191489361,0.4329896907216495,51.43671857863566
18.0,10.0,60.0,1.0,75.0,120.0,Hot Cups,Literature,High,0.0482664853840924,0.6,B,0.75,78.56934058463631,0.3617021276595745,0.1546391752577319,39.64685237990788
19.0,11.0,60.0,1.05,75.0,122.0,Bowls,Estimate,Medium,0.0516655336505778,0.6,B,0.75,78.43337865397689,0.3687943262411347,0.1649484536082474,39.80770636835563
20.0,12.0,5.0,2.4,65.0,90.0,Hot Cups,Literature,High,0.1434398368456832,0.05,C,0.5,50.76240652617268,0.2553191489361702,0.1752577319587628,45.99692915112964
19.0,11.0,30.0,1.7,70.0,110.0,Hot Cups,Estimate,Medium,0.0958531611148878,0.3,B,0.75,67.66587355540449,0.3262411347517731,0.1649484536082474,41.93536594282372
17.0,9.0,60.0,0.95,75.0,115.0,Lids,Estimate,Medium,0.044867437117607,0.6,B,0.75,78.70530251529571,0.3439716312056737,0.1443298969072164,40.017913285077135
16.0,15.0,5.0,1.14,92.0,46.0,General Packaging,Literature,High,0.0577838205302515,0.05,A,1.0,69.18864717878994,0.0992907801418439,0.134020618556701,51.73649192074286
16.0,15.0,5.0,0.82,96.0,41.0,General Packaging,Literature,High,0.036029911624745,0.05,A,1.0,70.0588035350102,0.0815602836879432,0.134020618556701,52.62301674343789
5.0,5.0,5.0,0.9,87.0,36.0,Light Packaging,Literature,High,0.0414683888511216,0.05,B,0.75,62.34126444595513,0.0638297872340425,0.0206185567010309,47.83943847334943
5.0,5.0,5.0,0.6,92.0,31.0,Light Packaging,Literature,High,0.0210740992522093,0.05,A,1.0,70.65703602991162,0.0460992907801418,0.0206185567010309,48.725963296044455
16.0,20.0,5.0,1.18,94.0,49.0,Shipping,Literature,High,0.0605030591434398,0.05,A,1.0,69.07987763426242,0.1099290780141844,0.134020618556701,51.20457702712583
10.0,6.0,85.0,0.5,80.0,56.0,Electronics,Literature,High,0.0142760027192386,0.85,B,0.75,87.42895989123046,0.1347517730496454,0.0721649484536082,46.87065877019814
15.0,15.0,5.0,0.9,90.0,48.0,General Packaging,Estimate,Medium,0.0414683888511216,0.05,A,1.0,69.84126444595513,0.1063829787234042,0.1237113402061855,50.86641807413906
15.0,15.0,5.0,0.7,95.0,43.0,General Packaging,Estimate,Medium,0.0278721957851801,0.05,A,1.0,70.3851121685928,0.0886524822695035,0.1237113402061855,51.7529428968341
5.0,5.0,5.0,0.75,85.0,38.0,Light Packaging,Estimate,Medium,0.0312712440516655,0.05,B,0.75,62.74915023793337,0.0709219858156028,0.0206185567010309,47.48482854427141
5.0,5.0,5.0,0.5,92.0,33.0,Light Packaging,Estimate,Medium,0.0142760027192386,0.05,A,1.0,70.92895989123046,0.0531914893617021,0.0206185567010309,48.37135336696644
50.0,10.0,80.0,0.4,70.0,130.0,Food Packaging,Estimate,Medium,0.0074779061862678,0.8,B,0.75,86.20088375254929,0.3971631205673759,0.4845360824742268,54.36864809534254
35.0,8.0,85.0,0.45,70.0,120.0,Food Packaging,Estimate,Medium,0.0108769544527532,0.85,B,0.75,87.56492182188987,0.3617021276595745,0.3298969072164948,48.40973897784602
65.0,16.0,1.0,1.7,80.0,95.0,High Strength Packs,Estimate,Medium,0.0958531611148878,0.01,B,0.75,58.96587355540448,0.2730496453900709,0.6391752577319587,68.30628061709439
18.0,20.0,5.0,0.85,95.0,47.0,Heavy Boxes,Estimate,Medium,0.0380693405846363,0.05,A,1.0,69.97722637661454,0.1028368794326241,0.1546391752577319,52.5901147912554
16.0,20.0,5.0,0.9,98.0,46.0,Shipping,Estimate,Medium,0.0414683888511216,0.05,A,1.0,69.84126444595513,0.0992907801418439,0.134020618556701,51.73649192074286
14.0,9.0,88.0,0.38,82.0,52.0,Food Trays,Estimate,Medium,0.0061182868796736,0.88,B,0.75,88.65526852481305,0.1205673758865248,0.1134020618556701,49.64173429845727
10.0,6.0,88.0,0.45,80.0,53.0,Cushioning,Estimate,Medium,0.0108769544527532,0.88,B,0.75,88.46492182188986,0.1241134751773049,0.0721649484536082,47.40257366381516
90.0,25.0,0.0,2.0,98.0,115.0,Drinks,Estimate,Medium,0.1162474507138001,0.0,A,1.0,65.350101971448,0.3439716312056737,0.8969072164948454,77.64677926445857
80.0,22.0,0.0,4.0,95.0,95.0,Foods,Estimate,Medium,0.2522093813732154,0.0,A,1.0,59.91162474507138,0.2730496453900709,0.7938144329896907,76.038239379981
60.0,18.0,1.0,1.5,90.0,100.0,Beverages,Estimate,Medium,0.0822569680489462,0.01,A,1.0,67.00972127804215,0.2907801418439716,0.5876288659793815,64.84243620677049
16.0,16.0,5.0,0.7,98.0,45.0,E-commerce,Estimate,Medium,0.0278721957851801,0.05,A,1.0,70.3851121685928,0.0957446808510638,0.134020618556701,51.91379688528186
14.0,8.0,80.0,0.6,98.0,40.0,Mailers,Estimate,Medium,0.0210740992522093,0.8,A,1.0,93.15703602991164,0.0780141843971631,0.1134020618556701,51.76939387292535
65.0,18.0,1.0,2.0,80.0,88.0,Personal Care,Estimate,Medium,0.1162474507138001,0.01,B,0.75,58.15010197144799,0.2482269503546099,0.6391752577319587,69.54741536886743
55.0,16.0,1.0,1.9,70.0,78.0,Food Packs,Estimate,Medium,0.1094493541808293,0.01,B,0.75,58.42202583276684,0.2127659574468085,0.5360824742268041,66.16582583899978
16.0,9.0,80.0,1.2,70.0,75.0,Hot Cups,Estimate,Medium,0.0618626784500339,0.8,B,0.75,84.02549286199864,0.202127659574468,0.134020618556701,46.594647949111646
17.0,10.0,85.0,1.0,75.0,70.0,Cartons,Estimate,Medium,0.0482664853840924,0.85,B,0.75,86.0693405846363,0.1843971631205673,0.1443298969072164,47.99663668933245
16.0,9.0,87.0,0.95,78.0,68.0,Cartons,Estimate,Medium,0.044867437117607,0.87,B,0.75,86.80530251529571,0.1773049645390071,0.134020618556701,47.83578270088469
17.0,10.0,85.0,1.0,75.0,72.0,Cartons,Estimate,Medium,0.0482664853840924,0.85,B,0.75,86.0693405846363,0.1914893617021276,0.1443298969072164,47.64202676025444
18.0,11.0,83.0,1.05,72.0,74.0,Cartons,Estimate,Medium,0.0516655336505778,0.83,B,0.75,85.3333786539769,0.1985815602836879,0.1546391752577319,47.8028807487022
40.0,9.0,85.0,0.45,65.0,110.0,Food Packs,Estimate,Medium,0.0108769544527532,0.85,C,0.5,80.06492182188988,0.3262411347517731,0.3814432989690721,52.76010821086496
35.0,8.0,88.0,0.42,68.0,105.0,Snacks,Estimate,Medium,0.0088375254928619,0.88,C,0.5,81.04649898028552,0.3085106382978723,0.3298969072164948,51.06931344593112
42.0,10.0,80.0,0.48,65.0,115.0,Trays,Estimate,Medium,0.0129163834126444,0.8,C,0.5,78.48334466349422,0.3439716312056737,0.4020618556701031,52.90451122322146
30.0,7.0,90.0,0.4,70.0,100.0,Paper Coating,Estimate,Medium,0.0074779061862678,0.9,B,0.75,89.20088375254929,0.2907801418439716,0.2783505154639175,49.378518680997296
38.0,9.0,82.0,0.46,65.0,112.0,Snacks,Estimate,Medium,0.0115567641060503,0.82,C,0.5,79.13772943575799,0.3333333333333333,0.3608247422680412,51.374570446735405
12.0,8.0,85.0,0.6,70.0,50.0,Padding,Estimate,Medium,0.0210740992522093,0.85,B,0.75,87.15703602991162,0.1134751773049645,0.0927835051546391,48.96541639248373
14.0,9.0,88.0,0.65,68.0,55.0,Padding,Estimate,Medium,0.0244731475186947,0.88,C,0.5,80.42107409925222,0.1312056737588652,0.1134020618556701,49.109819404840245
16.0,10.0,90.0,0.7,72.0,60.0,Insulating Packs,Estimate,Medium,0.0278721957851801,0.9,B,0.75,88.3851121685928,0.1489361702127659,0.134020618556701,49.25422241719675
15.0,9.0,30.0,1.8,50.0,75.0,Insulating Packs,Estimate,Medium,0.1026512576478586,0.3,C,0.5,59.893949694085656,0.202127659574468,0.1237113402061855,46.07918403158588
10.0,7.0,90.0,0.8,80.0,55.0,Padding,Estimate,Medium,0.0346702923181509,0.9,B,0.75,88.11318830727396,0.1312056737588652,0.0721649484536082,47.047963734737145
16.0,10.0,1.0,1.6,70.0,65.0,Padding,Estimate,Medium,0.089055064581917,0.01,B,0.75,59.237797416723325,0.1666666666666666,0.134020618556701,48.36769759450172
10.0,8.0,0.0,4.5,10.0,35.0,Protective,Estimate,Medium,0.2861998640380693,0.0,D,0.25,36.05200543847723,0.0602836879432624,0.0721649484536082,50.594063025517286
20.0,14.0,0.0,5.5,10.0,45.0,Protective,Estimate,Medium,0.354180829367777,0.0,D,0.25,33.332766825288914,0.0957446808510638,0.1752577319587628,53.97565255538496
22.0,15.0,0.0,6.0,10.0,50.0,Insulating,Estimate,Medium,0.3881713120326308,0.0,D,0.25,31.973147518694766,0.1134751773049645,0.1958762886597938,54.12005556774147
18.0,12.0,40.0,3.0,30.0,70.0,Protective,Estimate,Medium,0.1842284160435078,0.4,D,0.25,52.13086335825968,0.1843971631205673,0.1546391752577319,48.51210060685823
15.0,10.0,80.0,1.5,50.0,80.0,Protective,Estimate,Medium,0.0822569680489462,0.8,C,0.5,75.70972127804215,0.2198581560283688,0.1237113402061855,45.19265920889084
9.0,7.0,90.0,0.8,75.0,60.0,Loose Fill,Estimate,Medium,0.0346702923181509,0.9,B,0.75,88.11318830727396,0.1489361702127659,0.0618556701030927,45.64597499451634
18.0,12.0,30.0,3.3,40.0,95.0,Protective,Estimate,Medium,0.2046227056424201,0.3,D,0.25,48.31509177430319,0.2730496453900709,0.1546391752577319,44.079476493383055
9.0,6.0,85.0,0.7,85.0,45.0,Inserts,Estimate,Medium,0.0278721957851801,0.85,B,0.75,86.8851121685928,0.0957446808510638,0.0618556701030927,48.30554946260145
8.0,5.0,85.0,0.6,90.0,40.0,Inserts,Estimate,Medium,0.0210740992522093,0.85,A,1.0,94.65703602991162,0.0780141843971631,0.0515463917525773,48.67661036777072
50.0,12.0,0.0,1.8,98.0,130.0,Display,Estimate,Medium,0.1026512576478586,0.0,A,1.0,65.89394969408566,0.3971631205673759,0.4845360824742268,54.36864809534254
70.0,18.0,0.0,2.2,98.0,145.0,Display,Estimate,Medium,0.1298436437797416,0.0,A,1.0,64.80625424881033,0.450354609929078,0.6907216494845361,62.0183519777729
60.0,10.0,0.0,1.5,98.0,120.0,Filler,Estimate,Medium,0.0822569680489462,0.0,A,1.0,66.70972127804215,0.3617021276595745,0.5876288659793815,61.296336915990345
65.0,16.0,1.0,3.0,40.0,90.0,Durables,Estimate,Medium,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.2553191489361702,0.6391752577319587,69.19280543978942
60.0,14.0,70.0,1.2,60.0,130.0,Durables,Estimate,Medium,0.0618626784500339,0.7,C,0.5,73.52549286199864,0.3971631205673759,0.5876288659793815,59.52328727060028
50.0,20.0,10.0,2.5,40.0,80.0,Pallet Decks,Estimate,Medium,0.1502379333786539,0.1,D,0.25,44.49048266485384,0.2198581560283688,0.4845360824742268,63.23389632229291
50.0,20.0,10.0,2.0,50.0,75.0,Pallet Decks,Estimate,Medium,0.1162474507138001,0.1,C,0.5,53.35010197144799,0.202127659574468,0.4845360824742268,64.12042114498794
18.0,14.0,80.0,1.0,85.0,60.0,Edge Protection,Estimate,Medium,0.0482664853840924,0.8,B,0.75,84.56934058463631,0.1489361702127659,0.1546391752577319,50.2851502522483
18.0,14.0,82.0,0.9,90.0,55.0,Edge Protection,Estimate,Medium,0.0414683888511216,0.82,A,1.0,92.94126444595514,0.1312056737588652,0.1546391752577319,51.17167507494334
55.0,20.0,1.0,2.5,30.0,50.0,Edge Protection,Estimate,Medium,0.1502379333786539,0.01,D,0.25,41.79048266485385,0.1134751773049645,0.5360824742268041,71.130364846092
55.0,20.0,1.0,1.9,50.0,48.0,Edge Protection,Estimate,Medium,0.1094493541808293,0.01,C,0.5,50.92202583276683,0.1063829787234042,0.5360824742268041,71.48497477517
16.0,12.0,80.0,0.95,88.0,55.0,Corner Protection,Estimate,Medium,0.044867437117607,0.8,B,0.75,84.70530251529573,0.1312056737588652,0.134020618556701,50.1407472398918
16.0,12.0,82.0,0.85,92.0,50.0,Corner Protection,Estimate,Medium,0.0380693405846363,0.82,A,1.0,93.07722637661456,0.1134751773049645,0.134020618556701,51.027272062586825
20.0,14.0,35.0,1.7,60.0,80.0,Corner Protection,Estimate,Medium,0.0958531611148878,0.35,C,0.5,61.66587355540448,0.2198581560283688,0.1752577319587628,47.76997879651971
18.0,13.0,85.0,1.0,75.0,70.0,Boards,Estimate,Medium,0.0482664853840924,0.85,B,0.75,86.0693405846363,0.1843971631205673,0.1546391752577319,48.51210060685823
18.0,13.0,88.0,0.9,80.0,65.0,Boards,Estimate,Medium,0.0414683888511216,0.88,B,0.75,87.24126444595514,0.1666666666666666,0.1546391752577319,49.39862542955326
15.0,12.0,5.0,1.1,90.0,45.0,Pharma,Estimate,Medium,0.0550645819170632,0.05,A,1.0,69.29741672331747,0.0957446808510638,0.1237113402061855,51.39833296775609
15.0,12.0,5.0,0.8,95.0,40.0,Pharma,Estimate,Medium,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0780141843971631,0.1237113402061855,52.28485779045112
5.0,4.0,5.0,0.9,85.0,35.0,Pharma Inserts,Estimate,Medium,0.0414683888511216,0.05,B,0.75,62.34126444595513,0.0602836879432624,0.0206185567010309,48.01674343788843
5.0,4.0,5.0,0.6,90.0,30.0,Pharma Inserts,Estimate,Medium,0.0210740992522093,0.05,A,1.0,70.65703602991162,0.0425531914893617,0.0206185567010309,48.90326826058347
65.0,18.0,1.0,7.0,30.0,160.0,Pharma,Literature,High,0.4561522773623385,0.01,D,0.25,29.55390890550646,0.5035460992907801,0.6391752577319587,56.78145792205893
60.0,16.0,1.0,8.0,10.0,120.0,Pharma,Literature,High,0.5241332426920462,0.01,D,0.25,26.83467029231815,0.3617021276595745,0.5876288659793815,61.296336915990345
65.0,18.0,1.0,3.0,40.0,150.0,Pharma,Estimate,Medium,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.4680851063829787,0.6391752577319587,58.554507567449
30.0,12.0,70.0,1.2,70.0,140.0,Pharma,Estimate,Medium,0.0618626784500339,0.7,B,0.75,81.02549286199864,0.4326241134751773,0.2783505154639175,42.286320099437006
28.0,11.0,80.0,1.0,72.0,135.0,Pharma,Estimate,Medium,0.0482664853840924,0.8,B,0.75,84.56934058463631,0.4148936170212766,0.2577319587628865,42.1419170870805
15.0,8.0,75.0,0.9,85.0,50.0,Stick Packs,Estimate,Medium,0.0414683888511216,0.75,B,0.75,83.34126444595513,0.1134751773049645,0.1237113402061855,50.51180814506105
50.0,12.0,1.0,3.0,30.0,70.0,Stick Packs,Estimate,Medium,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.1843971631205673,0.4845360824742268,65.00694596768297
40.0,10.0,40.0,1.8,50.0,90.0,Stick Packs,Estimate,Medium,0.1026512576478586,0.4,C,0.5,62.89394969408566,0.2553191489361702,0.3814432989690721,56.3062075016451
45.0,11.0,1.0,2.5,50.0,85.0,Stick Packs,Estimate,Medium,0.1502379333786539,0.01,C,0.5,49.29048266485384,0.2375886524822695,0.4329896907216495,59.770051911969006
