material_id,packaging_type,material_type,suitable_product_categories,recommended_packaging_use_cases,supplier_region,recyclability_percent,recyclability_category,recycled_content_percent,reusability_percent,biodegradation_time_days,end_of_life_disposal_percent,carbon_footprint_kg_co2_unit,co2_emission_per_kg_estimated,waste_reduction_impact_percent,sustainability_target_progress_percent,load_handling_score,moisture_resistance_score,thermal_resistance_score,cost_per_unit_usd,annual_usage_units,total_material_weight_tons,supplier_sustainability_compliance_percent,co2_impact_index,cost_efficiency_index,material_suitability_score,overall_sustainability_score
MAT_0235,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,100,High,81.0,50.0,201.0,5.0,0.85,0.53,60.0,89.0,6.0,3.0,4.0,2.6,99953.0,717.0,85.0,82.04094027532187,85.35742035742035,37.03703703703704,81.71432909636265
MAT_0236,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,86,Medium,50.0,96.0,25270.0,11.0,1.15,1.56,76.0,82.0,8.0,8.0,7.0,14.28,48512.0,1065.0,95.0,50.8939346471604,67.66899766899768,74.07407407407408,70.71287712650613
MAT_0237,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,98,High,77.0,46.0,169.0,5.0,0.78,0.5,58.0,87.0,6.0,4.0,5.0,2.82,96624.0,825.0,90.0,82.76670427009624,83.53006993006991,44.44444444444444,80.66834649453367
MAT_0238,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,99,High,81.0,52.0,242.0,5.0,0.79,0.53,60.0,90.0,5.0,4.0,4.0,3.14,103063.0,782.0,88.0,80.81758297933277,84.40846930846931,37.03703703703703,80.93615404276646
MAT_0239,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,LATAM,84,Medium,36.0,94.0,40250.0,13.0,0.92,1.52,79.0,78.0,9.0,9.0,6.0,11.84,60648.0,1118.0,96.0,50.20170226409086,71.40870240870241,77.77777777777777,70.6705957924318
MAT_0240,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,86,Medium,50.0,95.0,31940.0,10.0,1.17,1.46,83.0,86.0,7.0,7.0,7.0,14.41,47587.0,975.0,89.0,51.91615507349188,67.21647241647241,66.66666666666666,73.17065427572216
MAT_0241,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,90,Medium,48.0,93.0,33525.0,11.0,1.18,1.43,80.0,90.0,8.0,7.0,7.0,15.74,52785.0,1053.0,97.0,53.45490453995507,65.43294483294484,70.37037037037037,74.20921658898428
MAT_0242,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,100,High,82.0,53.0,291.0,5.0,0.78,0.5,59.0,93.0,5.0,4.0,4.0,2.81,97201.0,880.0,85.0,80.66334857772384,85.54949494949494,37.03703703703703,80.93217200220334
MAT_0243,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,97,High,76.0,51.0,332.0,6.0,0.79,0.53,60.0,86.0,5.0,3.0,4.0,2.94,102220.0,740.0,84.0,78.77871698233182,83.99696969696969,33.33333333333333,79.52255094381613
MAT_0244,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",AMERICAS,95,High,71.0,97.0,90587.0,8.0,3.58,3.15,83.0,76.0,8.0,9.0,8.0,25.43,21272.0,4976.0,93.0,30.572265180159835,48.91010101010101,81.48148148148148,68.85029281305593
MAT_0245,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,APAC,94,High,87.0,36.0,171.0,2.0,0.47,0.29,67.0,91.0,3.0,3.0,3.0,1.23,76655.0,523.0,78.0,84.33052792003426,83.41864801864801,22.22222222222222,82.515684772012
MAT_0246,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,90,Medium,48.0,94.0,76964.0,10.0,1.15,1.52,75.0,82.0,9.0,7.0,6.0,14.65,49673.0,998.0,92.0,51.21002165799292,67.75027195027195,70.37037037037037,71.92350758029752
MAT_0247,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,LATAM,87,Medium,44.0,87.0,35850.0,13.0,1.06,1.41,74.0,83.0,9.0,8.0,8.0,11.55,59371.0,1147.0,89.0,52.7348679083566,71.47202797202797,81.48148148148148,71.10720376792482
MAT_0248,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,EMEA,73,Medium,30.0,12.0,31602.0,25.0,2.05,1.48,31.0,56.0,8.0,7.0,7.0,1.42,31018.0,171.0,70.0,47.76121849402896,71.94957264957264,70.37037037037037,51.56642647291013
MAT_0249,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,94,Medium,50.0,96.0,40050.0,10.0,1.21,1.53,79.0,90.0,8.0,7.0,6.0,15.25,50106.0,1088.0,96.0,53.07348075148796,68.18477078477079,66.66666666666666,75.17571826302078
MAT_0250,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",APAC,97,High,73.0,98.0,157790.0,8.0,3.48,2.8,85.0,73.0,9.0,10.0,10.0,24.33,20573.0,4938.0,91.0,35.29423071256065,51.84685314685316,96.29629629629629,71.80298074939621
MAT_0251,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,98,High,77.0,48.0,250.0,6.0,0.72,0.48,61.0,90.0,4.0,4.0,5.0,3.39,100328.0,741.0,87.0,81.03549508912285,82.82284382284382,37.03703703703704,80.96242328119298
MAT_0252,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,AMERICAS,100,High,88.0,29.0,133.0,2.0,0.5,0.3,66.0,98.0,1.0,3.0,2.0,1.76,75226.0,663.0,82.0,87.43859096610909,82.78912198912198,11.11111111111111,85.40350683813817
MAT_0253,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,92,Medium,48.0,99.0,42997.0,10.0,1.15,1.38,80.0,82.0,8.0,8.0,7.0,14.94,48860.0,978.0,86.0,54.40219401819319,68.7869463869464,74.07407407407408,75.24076790636762
MAT_0254,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,100,High,78.0,47.0,157.0,5.0,0.76,0.49,61.0,90.0,6.0,3.0,4.0,2.77,100871.0,847.0,90.0,83.91158841936372,84.42719502719503,37.03703703703704,82.66905594677729
MAT_0255,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,88,Medium,47.0,97.0,33532.0,10.0,1.06,1.44,79.0,91.0,7.0,8.0,6.0,14.4,51174.0,959.0,97.0,52.71994426842894,68.23589743589744,66.66666666666666,72.95198049395013
MAT_0256,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,ROW,87,Medium,36.0,92.0,10935.0,13.0,0.95,1.56,76.0,81.0,8.0,7.0,7.0,12.59,62098.0,1250.0,91.0,52.48837978742944,70.45182595182597,70.37037037037037,71.6209329256003
MAT_0257,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,97,High,76.0,51.0,332.0,6.0,0.73,0.5,60.0,86.0,5.0,4.0,4.0,2.94,102220.0,740.0,84.0,79.18275738637222,83.99696969696969,37.03703703703703,79.66396508523026
MAT_0258,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,90,Medium,50.0,95.0,30911.0,10.0,1.21,1.5,81.0,85.0,9.0,7.0,6.0,14.68,52156.0,1010.0,95.0,52.62192694736394,67.8919968919969,70.37037037037037,74.21767443157738
MAT_0259,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,AMERICAS,99,High,89.0,31.0,104.0,2.0,0.52,0.31,66.0,91.0,2.0,3.0,2.0,1.96,75069.0,637.0,79.0,88.56273719049103,82.5006216006216,14.814814814814813,85.44695801667186
MAT_0260,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,94,High,79.0,48.0,154.0,5.0,0.92,0.53,59.0,90.0,5.0,5.0,4.0,3.22,96860.0,862.0,86.0,81.6822562720511,81.95306915306915,40.74074074074074,79.18878969521788
MAT_0261,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,EU,76,Medium,30.0,8.0,64044.0,25.0,2.14,1.44,32.0,60.0,9.0,7.0,7.0,1.18,27055.0,315.0,72.0,48.30248014445308,72.5157731157731,74.07407407407406,53.10586805055857
MAT_0262,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,95,Medium,50.0,96.0,25244.0,11.0,1.14,1.42,80.0,82.0,8.0,7.0,7.0,14.41,49673.0,995.0,86.0,55.48091606614858,70.1164724164724,70.37037037037037,76.668320623152
MAT_0263,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,100,High,81.0,52.0,242.0,5.0,0.79,0.53,63.0,93.0,6.0,3.0,5.0,3.14,103063.0,782.0,88.0,81.11758297933278,84.7084693084693,40.74074074074075,82.29115404276648
MAT_0264,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,84,Medium,41.0,89.0,69350.0,13.0,1.06,1.46,72.0,83.0,7.0,9.0,8.0,11.28,62593.0,1284.0,90.0,50.33911841083641,71.49650349650351,77.77777777777777,68.61869144379274
MAT_0265,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,EMEA,100,High,92.0,30.0,141.0,3.0,0.5,0.3,65.0,93.0,3.0,3.0,3.0,1.6,73892.0,525.0,85.0,87.09052493489796,83.29992229992229,22.22222222222222,84.98168372721429
MAT_0266,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,94,High,79.0,48.0,154.0,5.0,0.92,0.51,60.0,90.0,6.0,3.0,4.0,3.22,96860.0,862.0,86.0,81.95161654141137,81.95306915306915,37.03703703703704,79.58306578949397
MAT_0267,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,EMEA,82,Medium,41.0,86.0,52150.0,13.0,0.92,1.42,76.0,78.0,9.0,8.0,8.0,12.72,59942.0,1268.0,90.0,50.62083577443926,67.4993006993007,81.48148148148148,69.21729252105374
MAT_0268,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,90,Medium,48.0,93.0,33525.0,10.0,1.21,1.52,79.0,90.0,8.0,7.0,7.0,15.74,52785.0,1053.0,97.0,52.242783327833855,65.43294483294484,70.37037037037037,73.48497416474184
MAT_0269,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",AMERICAS,97,High,72.0,99.0,103598.0,8.0,3.56,2.97,85.0,76.0,9.0,9.0,9.0,24.62,21703.0,5063.0,90.0,33.44816590228727,51.483527583527575,88.88888888888889,71.15685806580055
MAT_0270,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,99,High,78.0,50.0,197.0,5.0,0.85,0.51,61.0,83.0,6.0,4.0,5.0,3.87,96646.0,743.0,87.0,82.11410788620594,82.5904428904429,44.44444444444444,81.68993776017209
MAT_0271,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,AMERICAS,95,Medium,42.0,94.0,46640.0,12.0,0.98,1.5,74.0,75.0,9.0,9.0,7.0,11.69,54650.0,1189.0,88.0,53.58272218968527,75.00007770007771,81.48148148148148,74.20395276638983
MAT_0272,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,92,Medium,48.0,99.0,42997.0,10.0,1.15,1.52,78.0,82.0,7.0,7.0,6.0,14.94,48860.0,978.0,86.0,52.5166721326713,68.7869463869464,62.96296296296296,73.98083524643495
MAT_0273,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,98,High,77.0,46.0,169.0,4.0,0.72,0.52,61.0,87.0,5.0,3.0,4.0,2.82,96624.0,825.0,90.0,82.49734400073596,83.53006993006991,33.33333333333333,81.47407040025757
MAT_0274,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,100,High,77.0,53.0,153.0,5.0,0.85,0.5,60.0,84.0,5.0,4.0,4.0,2.83,101569.0,765.0,86.0,83.92341850634963,85.51064491064491,37.03703703703703,82.37319647722236
MAT_0275,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,ROW,87,Medium,44.0,87.0,35850.0,13.0,1.06,1.48,79.0,83.0,8.0,8.0,7.0,11.55,59371.0,1147.0,89.0,51.792106965595664,71.47202797202797,74.07407407407408,72.27723743795849
MAT_0276,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,88,Medium,50.0,96.0,40050.0,10.0,1.18,1.52,79.0,90.0,7.0,8.0,7.0,15.25,50106.0,1088.0,96.0,51.408160886168105,66.38477078477078,70.37037037037037,72.49285631015884
MAT_0277,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,100,High,81.0,50.0,209.0,5.0,0.73,0.51,64.0,91.0,5.0,4.0,4.0,3.06,99778.0,745.0,86.0,82.11093256289108,84.46386946386947,37.03703703703703,82.93882639701187
MAT_0278,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,87,Medium,40.0,92.0,60408.0,12.0,1.06,1.55,75.0,77.0,8.0,7.0,7.0,12.01,57077.0,1087.0,88.0,50.19089130273433,71.57847707847709,70.37037037037037,70.51681195595701
MAT_0279,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,94,Medium,50.0,96.0,25244.0,11.0,1.18,1.41,78.0,82.0,9.0,7.0,6.0,14.41,49673.0,995.0,86.0,55.31559620082871,69.81647241647242,70.37037037037037,75.66045867029004
MAT_0280,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",LATAM,96,High,73.0,98.0,157790.0,7.0,3.67,3.02,83.0,72.0,8.0,10.0,9.0,24.33,20573.0,4938.0,91.0,32.031267749597674,51.546853146853145,88.88888888888889,69.71094371235918
MAT_0281,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,96,High,78.0,50.0,197.0,6.0,0.85,0.5,59.0,83.0,4.0,4.0,5.0,3.87,96646.0,743.0,87.0,81.34878802088608,81.69044289044288,37.03703703703704,79.77207580731012
MAT_0282,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,90,Medium,50.0,95.0,30911.0,10.0,1.2,1.55,81.0,85.0,7.0,7.0,6.0,14.68,52156.0,1010.0,95.0,51.94852627396327,67.8919968919969,62.96296296296296,73.98198419588714
MAT_0283,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,99,High,82.0,53.0,291.0,5.0,0.73,0.51,60.0,93.0,6.0,4.0,4.0,2.81,97201.0,880.0,85.0,80.22866844304369,85.24949494949496,40.74074074074074,80.73003395506528
MAT_0284,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,AMERICAS,85,Medium,38.0,87.0,52407.0,12.0,0.92,1.52,78.0,81.0,8.0,9.0,8.0,12.45,56902.0,1222.0,97.0,50.16796644455294,69.12377622377623,81.48148148148148,70.70878825559352
MAT_0285,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,98,High,79.0,48.0,154.0,5.0,0.85,0.53,59.0,90.0,5.0,3.0,3.0,3.22,96860.0,862.0,86.0,82.88225627205111,83.15306915306915,29.629629629629626,81.0087896952179
MAT_0286,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,92,Medium,48.0,93.0,29304.0,10.0,1.12,1.52,79.0,83.0,8.0,7.0,7.0,15.11,51095.0,966.0,93.0,53.02571079114803,67.25672105672106,70.37037037037037,74.45899877690181
MAT_0287,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,98,High,77.0,48.0,250.0,5.0,0.72,0.47,62.0,90.0,5.0,5.0,4.0,3.39,100328.0,741.0,87.0,81.17017522380297,82.82284382284382,40.74074074074074,81.30956132833103
MAT_0288,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,ROW,88,Medium,41.0,89.0,69350.0,13.0,1.01,1.57,75.0,83.0,9.0,8.0,8.0,11.28,62593.0,1284.0,90.0,50.057636929354935,72.69650349650351,81.48148148148148,70.82017292527422
MAT_0289,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,100,High,78.0,47.0,157.0,5.0,0.92,0.52,61.0,90.0,4.0,3.0,3.0,2.77,100871.0,847.0,90.0,83.50754801532332,84.42719502719503,25.925925925925924,82.52764180536316
MAT_0290,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,87,Medium,47.0,93.0,33532.0,11.0,1.15,1.5,82.0,91.0,7.0,8.0,6.0,14.4,51174.0,959.0,97.0,51.61186346034814,67.13589743589743,66.66666666666666,73.11415221112185
MAT_0291,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,82,Medium,41.0,86.0,52150.0,12.0,1.07,1.48,76.0,78.0,7.0,9.0,8.0,12.72,59942.0,1268.0,90.0,49.812754966358455,67.4993006993007,77.77777777777777,68.93446423822546
MAT_0292,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,100,High,81.0,50.0,201.0,6.0,0.73,0.53,60.0,89.0,5.0,3.0,3.0,2.6,99953.0,717.0,85.0,82.04094027532187,85.35742035742035,29.629629629629626,81.71432909636265
MAT_0293,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,88,Medium,49.0,94.0,76964.0,10.0,1.19,1.4,75.0,82.0,8.0,7.0,6.0,14.65,49673.0,998.0,92.0,52.226183274154536,67.15027195027194,66.66666666666666,71.57916414595408
MAT_0294,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,97,High,76.0,51.0,332.0,5.0,0.79,0.5,60.0,86.0,6.0,4.0,5.0,2.94,102220.0,740.0,84.0,79.18275738637222,83.99696969696969,44.44444444444444,79.66396508523026
MAT_0295,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,ROW,87,Medium,44.0,87.0,35850.0,13.0,1.08,1.48,79.0,83.0,9.0,8.0,8.0,11.55,59371.0,1147.0,89.0,51.792106965595664,71.47202797202797,81.48148148148148,72.27723743795849
MAT_0296,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,85,Medium,48.0,93.0,29304.0,11.0,1.12,1.5,81.0,83.0,7.0,7.0,7.0,15.11,51095.0,966.0,93.0,51.195071060508305,65.15672105672105,66.66666666666666,71.96827487117791
MAT_0297,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,99,High,82.0,53.0,291.0,5.0,0.73,0.53,60.0,93.0,4.0,4.0,4.0,2.81,97201.0,880.0,85.0,79.95930817368343,85.24949494949496,33.33333333333333,80.6357578607892
MAT_0298,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,LATAM,95,Medium,42.0,94.0,46640.0,12.0,0.92,1.5,74.0,75.0,8.0,8.0,8.0,11.69,54650.0,1189.0,88.0,53.58272218968527,75.00007770007771,77.77777777777779,74.20395276638983
MAT_0299,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,85,Medium,50.0,96.0,40050.0,10.0,1.21,1.44,79.0,90.0,9.0,7.0,6.0,15.25,50106.0,1088.0,96.0,51.585601963609186,65.48477078477079,70.37037037037037,71.5049606872632
MAT_0300,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,99,High,78.0,50.0,197.0,5.0,0.77,0.49,61.0,83.0,6.0,3.0,4.0,3.87,96646.0,743.0,87.0,82.3834681555662,82.5904428904429,37.03703703703704,81.78421385444817
MAT_0301,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,EMEA,85,Medium,38.0,87.0,52407.0,12.0,1.01,1.43,75.0,81.0,9.0,8.0,7.0,12.45,56902.0,1222.0,97.0,51.38008765667414,69.12377622377623,77.77777777777777,70.23303067983595
MAT_0302,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,95,Medium,48.0,99.0,42997.0,11.0,1.22,1.52,80.0,82.0,7.0,8.0,6.0,14.94,48860.0,978.0,86.0,53.41667213267131,69.68694638694639,66.66666666666666,75.94583524643494
MAT_0303,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,100,High,77.0,46.0,169.0,5.0,0.85,0.52,65.0,87.0,4.0,4.0,5.0,2.82,96624.0,825.0,90.0,83.09734400073596,84.13006993006992,37.03703703703704,83.58407040025759
MAT_0304,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,AMERICAS,82,Medium,40.0,92.0,60408.0,12.0,1.0,1.53,74.0,77.0,9.0,8.0,8.0,12.01,57077.0,1087.0,88.0,48.96025157209459,70.07847707847709,81.48148148148148,68.0360880502331
MAT_0305,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,90,Medium,50.0,95.0,30911.0,11.0,1.15,1.5,82.0,85.0,8.0,7.0,7.0,14.68,52156.0,1010.0,95.0,52.62192694736394,67.8919968919969,70.37037037037037,74.51767443157738
MAT_0306,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,100,High,78.0,47.0,157.0,5.0,0.72,0.51,61.0,90.0,5.0,3.0,3.0,2.77,100871.0,847.0,90.0,83.64222815000346,84.42719502719503,29.629629629629626,82.57477985250121
MAT_0307,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,88,Medium,36.0,94.0,40250.0,12.0,0.96,1.45,77.0,78.0,9.0,9.0,6.0,11.84,60648.0,1118.0,96.0,52.34446320685181,72.60870240870241,77.77777777777777,72.22056212239814
MAT_0308,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,87,Medium,49.0,94.0,76964.0,10.0,1.19,1.48,75.0,82.0,8.0,9.0,7.0,14.65,49673.0,998.0,92.0,50.84874219671346,66.85027195027196,77.77777777777777,70.74705976884971
MAT_0309,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,100,High,81.0,50.0,209.0,6.0,0.79,0.51,60.0,91.0,4.0,4.0,4.0,3.06,99778.0,745.0,86.0,82.11093256289108,84.46386946386947,33.33333333333333,81.73882639701186
MAT_0310,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,90,Medium,47.0,97.0,33532.0,11.0,1.06,1.47,81.0,91.0,9.0,8.0,7.0,14.4,51174.0,959.0,97.0,52.91590386438854,68.83589743589744,77.77777777777777,74.32056635253599
MAT_0311,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,99,High,79.0,48.0,154.0,5.0,0.85,0.51,60.0,90.0,6.0,3.0,5.0,3.22,96860.0,862.0,86.0,83.45161654141138,83.45306915306915,40.74074074074075,81.85806578949398
MAT_0312,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,85,Medium,48.0,93.0,29304.0,11.0,1.18,1.36,81.0,83.0,9.0,8.0,6.0,15.11,51095.0,966.0,93.0,53.08059294603018,65.15672105672105,74.07407407407408,72.62820753111056
MAT_0313,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,100,High,82.0,53.0,291.0,5.0,0.78,0.5,60.0,93.0,5.0,3.0,3.0,2.81,97201.0,880.0,85.0,80.66334857772384,85.54949494949494,29.629629629629626,81.23217200220334
