product_id,product_name,category,product_weight_kg,fragility_index,shipping_type,normalized_product_weight,fragility_level
1184,Rice Bag 4kg Classic,Food,4.0,1,Road,0.25,high
1185,Sugar Pack 1kg Classic,Food,1.0,1,Road,0.0625,high
1186,Sugar Pack 2kg Classic,Food,2.0,1,Road,0.125,high
1187,Sugar Pack 3kg Classic,Food,3.0,1,Road,0.1875,high
1188,Cookie Tin - Butter Mix,Food,1.2,2,Road,0.075,
1189,Cookie Tin - Choco Chip Mix,Food,1.25,2,Road,0.078125,
1190,Cookie Tin - Festive Mix,Food,1.3,2,Road,0.08125,
1191,Chocolate Bag - Mini Mix,Food,0.46,2,Air,0.02875,
1192,Chocolate Bag - Nutty Mix,Food,0.47,2,Air,0.029375,
1193,Chocolate Bag - Caramel Bites,Food,0.45,2,Air,0.028125,
1194,Spice Jar Set - Indian Home,Food,0.95,2,Air,0.059375,
1195,Spice Jar Set - Global,Food,0.98,2,Air,0.06125,
1196,Spice Jar Set - Daily Use,Food,0.9,2,Air,0.05625,
1197,Frozen Veggie Pack - Peas & Carrot,Food,1.2,2,Air,0.075,
1198,Frozen Veggie Pack - Mixed Cut,Food,1.25,2,Air,0.078125,
1199,Frozen Veggie Pack - Corn & Beans,Food,1.22,2,Air,0.07625,
1200,Frozen Veggie Pack - Stir Fry Mix,Food,1.28,2,Air,0.08,
1201,Wireless Mouse - Travel,Electronics,0.14,3,Air,0.00875,
1202,Wireless Mouse - RGB,Electronics,0.17,3,Air,0.010625,
1203,Wireless Mouse - Compact,Electronics,0.13,3,Air,0.008125,
1204,Smartphone - Budget,Electronics,0.29,5,Air,0.018125,
1205,Smartphone - Budget Plus,Electronics,0.3,5,Air,0.01875,
1206,Smartphone - Camera Max,Electronics,0.36,5,Air,0.0225,
1207,Tablet - Note,Electronics,0.58,4,Air,0.03625,
1208,Tablet - Work,Electronics,0.64,4,Air,0.04,
1209,Tablet - Student Lite,Electronics,0.55,4,Air,0.034375,
1210,Laptop - Entry,Electronics,2.0,5,Air,0.125,
1211,Laptop - Mid,Electronics,2.5,5,Air,0.15625,
1212,Laptop - Power,Electronics,3.2,5,Air,0.2,
1213,Headphones - Budget,Electronics,0.28,4,Air,0.0175,
1214,Headphones - Premium,Electronics,0.42,4,Air,0.02625,
1215,Headphones - ANC Lite,Electronics,0.35,4,Air,0.021875,
1216,Bluetooth Speaker - Mini,Electronics,0.55,4,Road,0.034375,
1217,Bluetooth Speaker - Bar,Electronics,1.1,4,Road,0.06875,
1218,Bluetooth Speaker - Plus,Electronics,0.8,4,Road,0.05,
1219,Power Bank - LED Display,Electronics,0.27,3,Air,0.016875,
1220,Power Bank - Rugged Max,Electronics,0.38,3,Air,0.02375,
1221,Power Bank - Slim Pro,Electronics,0.22,3,Air,0.01375,
1222,USB Flash Drive - 64GB,Electronics,0.06,2,Air,0.00375,
1223,USB Flash Drive - 128GB Pro,Electronics,0.07,2,Air,0.004375,
1224,USB Flash Drive - OTG,Electronics,0.06,2,Air,0.00375,
1225,Router - Mesh Node,Electronics,0.45,3,Road,0.028125,
1226,Router - Mesh Base,Electronics,0.65,3,Road,0.040625,
1227,Router - Range Extender,Electronics,0.35,3,Road,0.021875,
1228,"LED Monitor 21""",Electronics,3.5,4,Sea,0.21875,
1229,"LED Monitor 24"" Pro",Electronics,3.9,4,Sea,0.24375,
1230,"LED Monitor 32""",Electronics,5.1,4,Sea,0.31875,
1231,"Smart TV 32""",Electronics,6.8,4,Sea,0.425,
1232,"Smart TV 45""",Electronics,9.1,4,Sea,0.56875,
1233,"Smart TV 65""",Electronics,13.2,4,Sea,0.825,
1234,Graphic Tablet - Travel,Electronics,0.8,4,Air,0.05,
1235,Graphic Tablet - Large,Electronics,1.3,4,Air,0.08125,
1236,Graphic Tablet - Pro Max,Electronics,1.45,4,Air,0.090625,
1237,Office Paper Ream - Premium A4,Paper Product,2.35,1,Road,0.146875,high
1238,Office Paper Ream - Premium A3,Paper Product,3.9,1,Road,0.24375,high
1239,Office Paper Ream - Colored,Paper Product,2.4,1,Road,0.15,high
1240,Notebook - Spiral A5,Paper Product,0.32,1,Road,0.02,high
1241,Notebook - Spiral B5,Paper Product,0.4,1,Road,0.025,high
1242,Notebook - Spiral A4,Paper Product,0.55,1,Road,0.034375,high
1243,Book - Classic Drama,Paper Product,0.92,1,Road,0.0575,high
1244,Book - Self Help,Paper Product,0.98,1,Road,0.06125,high
1245,Book - Science,Paper Product,1.1,1,Road,0.06875,high
1246,Diary - Bullet,Paper Product,0.48,1,Road,0.03,high
1247,Diary - Leather Executive,Paper Product,0.68,1,Road,0.0425,high
1248,Diary - Compact Weekly,Paper Product,0.42,1,Road,0.02625,high
1249,Children Story Book - Robots,Paper Product,0.44,1,Road,0.0275,high
1250,Children Story Book - Fairies,Paper Product,0.46,1,Road,0.02875,high
1251,Coloring Book Set - Animals Pack,Paper Product,1.18,1,Road,0.07375,high
1252,Coloring Book Set - Shapes Pack,Paper Product,1.1,1,Road,0.06875,high
1253,Coloring Book Set - Colour Pack,Paper Product,1.3,1,Road,0.08125,high
1254,Recipe Book - Festive Meals,Paper Product,0.72,1,Road,0.045,high
1255,Recipe Book - One Pot,Paper Product,0.65,1,Road,0.040625,high
1256,Recipe Book - Street Food,Paper Product,0.7,1,Road,0.04375,high
1257,Planner Notebook - Weekly,Paper Product,0.52,1,Air,0.0325,high
1258,Planner Notebook - Goal,Paper Product,0.55,1,Air,0.034375,high
1259,Planner Notebook - Office Pro,Paper Product,0.57,1,Air,0.035625,high
1260,Hardcover Novel - Historical,Paper Product,1.02,1,Road,0.06375,high
1261,Hardcover Novel - Romance,Paper Product,1.04,1,Road,0.065,high
1262,Hardcover Novel - Sci-Fi Saga,Paper Product,1.09,1,Road,0.068125,high
1263,Magazine Bundle - Fashion Weekly,Paper Product,0.83,1,Road,0.051875,high
1264,Magazine Bundle - Tech Weekly,Paper Product,0.85,1,Road,0.053125,high
1265,Magazine Bundle - Lifestyle Monthly,Paper Product,0.9,1,Road,0.05625,high
1266,Perfume Bottle - Aqua Fresh,Cosmetics,0.23,4,Road,0.014375,
1267,Perfume Bottle - Warm Spice,Cosmetics,0.24,4,Road,0.015,
1268,Perfume Bottle - Floral Mist,Cosmetics,0.22,4,Road,0.01375,
1269,Perfume Set - Aqua,Cosmetics,0.8,4,Road,0.05,
1270,Perfume Set - Spice,Cosmetics,0.83,4,Road,0.051875,
1271,Perfume Set - Floral Mist,Cosmetics,0.79,4,Road,0.049375,
1272,Shampoo Bottle - Anti Dandruff,Cosmetics,0.43,3,Road,0.026875,
1273,Shampoo Bottle - Smooth Care,Cosmetics,0.41,3,Road,0.025625,
1274,Shampoo Bottle - Volume Care,Cosmetics,0.42,3,Road,0.02625,
1275,Shampoo Pack - Duo,Cosmetics,0.7,3,Road,0.04375,
1276,Shampoo Pack - Family Value,Cosmetics,0.9,3,Road,0.05625,
1277,Shampoo Pack - Travel Kit,Cosmetics,0.48,3,Road,0.03,
1278,Face Serum Bottle - Glow Boost,Cosmetics,0.18,4,Road,0.01125,
1279,Face Serum Bottle - Anti Age,Cosmetics,0.19,4,Road,0.011875,
1280,Face Serum Bottle - Clarifying,Cosmetics,0.17,4,Road,0.010625,
1281,Lipstick - Cherry,Cosmetics,0.11,3,Road,0.006875,
1282,Lipstick - Mauve,Cosmetics,0.1,3,Road,0.00625,
1283,Lipstick - Plum,Cosmetics,0.1,3,Road,0.00625,
1284,Compact Powder - Soft Beige,Cosmetics,0.12,3,Road,0.0075,
1285,Compact Powder - Golden,Cosmetics,0.13,3,Road,0.008125,
1286,Compact Powder - Deep Tan,Cosmetics,0.14,3,Road,0.00875,
1287,Eyeshadow Kit - Night Glam,Cosmetics,0.26,3,Road,0.01625,
1288,Eyeshadow Kit - Day Light,Cosmetics,0.24,3,Road,0.015,
1289,Eyeshadow Kit - Rose Matte,Cosmetics,0.25,3,Road,0.015625,
1290,Nail Polish Set - Classic Brights,Cosmetics,0.3,3,Road,0.01875,
1291,Nail Polish Set - Office Nudes,Cosmetics,0.29,3,Road,0.018125,
1292,Nail Polish Set - Festive Shimmer,Cosmetics,0.32,3,Road,0.02,
1293,Sunscreen Lotion SPF14,Cosmetics,0.28,2,Road,0.0175,
1294,Sunscreen Lotion SPF26,Cosmetics,0.3,2,Road,0.01875,
1295,Sunscreen Lotion SPF48,Cosmetics,0.35,2,Road,0.021875,
1296,Beard Oil Bottle - Fresh Citrus,Cosmetics,0.17,3,Road,0.010625,
1297,Beard Oil Bottle - Musk,Cosmetics,0.18,3,Road,0.01125,
1298,Beard Oil Bottle - Urban,Cosmetics,0.16,3,Road,0.01,
1299,Hair Gel Jar - Classic Hold,Cosmetics,0.36,2,Road,0.0225,
1300,Hair Gel Jar - Styling Max,Cosmetics,0.4,2,Road,0.025,
1301,Medicine Pack - Cholesterol Care,Pharmacy,0.19,3,Air,0.011875,
1302,Medicine Pack - Joint Relief,Pharmacy,0.2,3,Air,0.0125,
1303,Medicine Pack - Nerve Care,Pharmacy,0.18,3,Air,0.01125,
1304,Medicine Syrup - Cough Classic,Pharmacy,0.34,3,Air,0.02125,
1305,Medicine Syrup - Cough Herbal,Pharmacy,0.33,3,Air,0.020625,
1306,Medicine Syrup - Cough Extra,Pharmacy,0.36,3,Air,0.0225,
1307,Vitamin Bottle - Daily Active,Pharmacy,0.28,3,Road,0.0175,
1308,Vitamin Bottle - Senior Active,Pharmacy,0.29,3,Road,0.018125,
1309,Vitamin Bottle - Kids Chew,Pharmacy,0.26,3,Road,0.01625,
1310,Vitamin Box - Daily Combo,Pharmacy,0.61,3,Road,0.038125,
1311,Vitamin Box - Immunity Combo,Pharmacy,0.58,3,Road,0.03625,
1312,Vitamin Box - Energy Combo,Pharmacy,0.6,3,Road,0.0375,
1313,First Aid Kit - Travel Basic,Pharmacy,0.58,3,Road,0.03625,
1314,First Aid Kit - Family,Pharmacy,0.9,3,Road,0.05625,
1315,First Aid Kit - Outdoor Pro,Pharmacy,1.1,3,Road,0.06875,
1316,Digital Thermometer - Kids,Pharmacy,0.11,3,Air,0.006875,
1317,Digital Thermometer - Dual,Pharmacy,0.12,3,Air,0.0075,
1318,Digital Thermometer - Smart Pro,Pharmacy,0.13,3,Air,0.008125,
1319,Glucose Meter - Basic,Pharmacy,0.22,3,Air,0.01375,
1320,Glucose Meter - Plus,Pharmacy,0.24,3,Air,0.015,
1321,Glucose Meter - USB Pro,Pharmacy,0.26,3,Air,0.01625,
1322,Eye Drop Bottle - Cooling,Pharmacy,0.05,3,Air,0.003125,
1323,Eye Drop Bottle - Revive,Pharmacy,0.05,3,Air,0.003125,
1324,Eye Drop Bottle - Long Relief,Pharmacy,0.05,3,Air,0.003125,
1325,Nasal Spray - Easy Breathe,Pharmacy,0.08,3,Air,0.005,
1326,Nasal Spray - Extra Relief,Pharmacy,0.09,3,Air,0.005625,
1327,Nasal Spray - Herbal Care,Pharmacy,0.08,3,Air,0.005,
1328,Bandage Roll - Flexi,Pharmacy,0.22,2,Road,0.01375,
1329,Bandage Roll - Comfort,Pharmacy,0.21,2,Road,0.013125,
1330,Bandage Roll - Sport,Pharmacy,0.23,2,Road,0.014375,
1331,Water Bottle - Steel Pro,Drinkware,0.78,3,Road,0.04875,
1332,Water Bottle - Classic Plastic,Drinkware,0.6,3,Road,0.0375,
1333,Water Bottle - Kids Printed,Drinkware,0.56,3,Road,0.035,
1334,Travel Tumbler - Steel Pro,Drinkware,0.54,3,Road,0.03375,
1335,Travel Tumbler - Insulated,Drinkware,0.53,3,Road,0.033125,
1336,Travel Tumbler - Everyday,Drinkware,0.48,3,Road,0.03,
1337,Thermos Flask - Classic Steel,Drinkware,0.82,3,Road,0.05125,
1338,Thermos Flask - Grip Pro,Drinkware,0.86,3,Road,0.05375,
1339,Thermos Flask - Dual Cap,Drinkware,0.88,3,Road,0.055,
1340,Glass Bottle - Cafe,Drinkware,0.92,4,Sea,0.0575,
1341,Glass Bottle - Bistro Tall,Drinkware,0.96,4,Sea,0.06,
1342,Glass Bottle - Vintage,Drinkware,0.98,4,Sea,0.06125,
1343,Wine Bottle - Reserve Red,Drinkware,1.36,4,Sea,0.085,
1344,Wine Bottle - Classic House,Drinkware,1.33,4,Sea,0.083125,
1345,Wine Bottle - Celebration,Drinkware,1.39,4,Sea,0.086875,
1346,Juice Pack - Tropical Punch,Drinkware,1.08,3,Road,0.0675,
1347,Juice Pack - Summer Mix,Drinkware,1.07,3,Road,0.066875,
1348,Juice Pack - Winter Mix,Drinkware,1.06,3,Road,0.06625,
1349,Energy Drink - Citrus Can,Drinkware,0.59,2,Road,0.036875,
1350,Energy Drink - Berry Can,Drinkware,0.6,2,Road,0.0375,
1351,Energy Drink - Zero Sugar,Drinkware,0.61,2,Road,0.038125,
1352,Snack Pack - Cheese Sticks,Food,0.38,2,Road,0.02375,
1353,Snack Pack - Corn Puffs,Food,0.37,2,Road,0.023125,
1354,Snack Pack - Spicy Twists,Food,0.39,2,Road,0.024375,
1355,Snack Bag - Tangy Tomato,Food,0.3,2,Road,0.01875,
1356,Snack Bag - Mint Magic,Food,0.29,2,Road,0.018125,
1357,Snack Bag - Hot Chili,Food,0.31,2,Road,0.019375,
1358,Snack Box - Family Fun,Food,1.1,2,Road,0.06875,
1359,Snack Box - Movie Night,Food,1.2,2,Road,0.075,
1360,Snack Box - Kids Party,Food,1.0,2,Road,0.0625,
1361,Chocolate Box - Dark Classic,Food,0.69,2,Air,0.043125,
1362,Chocolate Box - Nut Delight,Food,0.71,2,Air,0.044375,
1363,Chocolate Box - Center Filled,Food,0.72,2,Air,0.045,
1364,Cereal Box - Protein Oats,Food,0.62,2,Road,0.03875,
1365,Cereal Box - Fruit Rings,Food,0.6,2,Road,0.0375,
1366,Cereal Box - Corn Honey,Food,0.59,2,Road,0.036875,
1367,Cereal Packet - Multigrain,Food,0.53,2,Road,0.033125,
1368,Cereal Packet - Ragi Mix,Food,0.52,2,Road,0.0325,
1369,Cereal Packet - Millet Mix,Food,0.51,2,Road,0.031875,
1370,Tea Box - Rose,Food,0.35,2,Air,0.021875,
1371,Tea Box - Masala Strong,Food,0.37,2,Air,0.023125,
1372,Tea Box - Green Detox,Food,0.34,2,Air,0.02125,
1373,Coffee Pack - South Blend,Food,0.41,2,Air,0.025625,
1374,Coffee Pack - House Blend,Food,0.4,2,Air,0.025,
1375,Coffee Pack - Premium Gold,Food,0.42,2,Air,0.02625,
1376,Granola Pack - Almond Honey,Food,0.64,2,Road,0.04,
1377,Granola Pack - Seeds & Berries,Food,0.65,2,Road,0.040625,
1378,Granola Pack - Nut Clusters,Food,0.66,2,Road,0.04125,
1379,Instant Noodles Pack - Manchurian,Food,0.52,2,Road,0.0325,
1380,Instant Noodles Pack - Hot Garlic,Food,0.53,2,Road,0.033125,
1381,Instant Noodles Pack - Curry Cup,Food,0.42,2,Road,0.02625,
1382,Rice Bag 1kg Premium,Food,1.0,1,Road,0.0625,high
1383,Rice Bag 2kg Premium,Food,2.0,1,Road,0.125,high
1384,Rice Bag 3kg Premium,Food,3.0,1,Road,0.1875,high
1385,Sugar Pack 500g Premium,Food,0.5,1,Road,0.03125,high
1386,Sugar Pack 1.5kg Premium,Food,1.5,1,Road,0.09375,high
1387,Sugar Pack 2.5kg Premium,Food,2.5,1,Road,0.15625,high
1388,Cookie Tin - Almond Crunch,Food,1.22,2,Road,0.07625,
1389,Cookie Tin - Cashew Delight,Food,1.24,2,Road,0.0775,
1390,Cookie Tin - Nut Mix,Food,1.26,2,Road,0.07875,
1391,Chocolate Bag - Mini Bars,Food,0.47,2,Air,0.029375,
1392,Chocolate Bag - Crisp Chunks,Food,0.48,2,Air,0.03,
1393,Chocolate Bag - Toffee Crunch,Food,0.46,2,Air,0.02875,
1394,Spice Jar Set - Spice Essentials,Food,0.96,2,Air,0.06,
1395,Spice Jar Set - Regional Mix,Food,0.99,2,Air,0.061875,
1396,Spice Jar Set - Festive Spices,Food,0.97,2,Air,0.060625,
1397,Frozen Veggie Pack - Carrot Mix,Food,1.22,2,Air,0.07625,
1398,Frozen Veggie Pack - Cauliflower Mix,Food,1.24,2,Air,0.0775,
1399,Frozen Veggie Pack - Veg Medley,Food,1.26,2,Air,0.07875,
1400,Frozen Veggie Pack - Stir Fry Pro,Food,1.3,2,Air,0.08125,
1401,Wireless Mouse - Ergonomic,Electronics,0.19,3,Air,0.011875,
1402,Wireless Mouse - Office Pro,Electronics,0.16,3,Air,0.01,
1403,Wireless Mouse - Nano,Electronics,0.12,3,Air,0.0075,
1404,Smartphone - Lite,Electronics,0.28,5,Air,0.0175,
1405,Smartphone - Plus Max,Electronics,0.37,5,Air,0.023125,
1406,Smartphone - Creator,Electronics,0.35,5,Air,0.021875,
1407,Tablet - Pro Note,Electronics,0.7,4,Air,0.04375,
1408,Tablet - Slim Media,Electronics,0.63,4,Air,0.039375,
1409,Tablet - Budget Study,Electronics,0.56,4,Air,0.035,
1410,Laptop - Basic Home,Electronics,2.1,5,Air,0.13125,
1411,Laptop - Gaming Pro,Electronics,3.5,5,Air,0.21875,
1412,Laptop - Design Studio,Electronics,3.3,5,Air,0.20625,
1413,Headphones - DJ Pro,Electronics,0.44,4,Air,0.0275,
1414,Headphones - Travel Lite,Electronics,0.3,4,Air,0.01875,
1415,Headphones - Bass Pro,Electronics,0.36,4,Air,0.0225,
1416,Bluetooth Speaker - Tall,Electronics,1.4,4,Road,0.0875,
1417,Bluetooth Speaker - Glow,Electronics,0.9,4,Road,0.05625,
1418,Bluetooth Speaker - Dual,Electronics,1.1,4,Road,0.06875,
1419,Power Bank - Travel Slim,Electronics,0.23,3,Air,0.014375,
1420,Power Bank - Compact Max,Electronics,0.32,3,Air,0.02,
1421,Power Bank - Triple USB,Electronics,0.3,3,Air,0.01875,
1422,USB Flash Drive - Micro,Electronics,0.05,2,Air,0.003125,
1423,USB Flash Drive - Slider,Electronics,0.06,2,Air,0.00375,
1424,USB Flash Drive - Swivel,Electronics,0.06,2,Air,0.00375,
1425,Router - High Speed,Electronics,0.6,3,Road,0.0375,
1426,Router - Gaming,Electronics,0.74,3,Road,0.04625,
1427,Router - Smart Home,Electronics,0.55,3,Road,0.034375,
1428,"LED Monitor 23"" FHD",Electronics,3.7,4,Sea,0.23125,
1429,"LED Monitor 27"" FHD",Electronics,4.3,4,Sea,0.26875,
1430,"LED Monitor 29"" UltraWide",Electronics,5.0,4,Sea,0.3125,
1431,"Smart TV 43"" UHD",Electronics,8.4,4,Sea,0.525,
1432,"Smart TV 50"" UHD",Electronics,10.2,4,Sea,0.6375,
1433,"Smart TV 55"" UHD",Electronics,11.1,4,Sea,0.69375,
1434,Graphic Tablet - Office,Electronics,0.92,4,Air,0.0575,
1435,Graphic Tablet - Animation,Electronics,1.28,4,Air,0.08,
1436,Graphic Tablet - Signature,Electronics,1.38,4,Air,0.08625,
1437,Office Paper Ream - Copier,Paper Product,2.25,1,Road,0.140625,high
1438,Office Paper Ream - Bright Pro,Paper Product,2.32,1,Road,0.145,high
1439,Office Paper Ream - Eco Recycled,Paper Product,2.05,1,Road,0.128125,high
1440,Notebook - Eco A5,Paper Product,0.3,1,Road,0.01875,high
1441,Notebook - Eco A4,Paper Product,0.5,1,Road,0.03125,high
1442,Notebook - Eco B5,Paper Product,0.42,1,Road,0.02625,high
1443,Book - Travel Stories,Paper Product,0.88,1,Road,0.055,high
1444,Book - Inspirational,Paper Product,0.94,1,Road,0.05875,high
1445,Book - Children Classic,Paper Product,0.82,1,Road,0.05125,high
1446,Diary - Classic Hard,Paper Product,0.56,1,Road,0.035,high
1447,Diary - Daily Planner,Paper Product,0.52,1,Road,0.0325,high
1448,Diary - Monthly Planner,Paper Product,0.5,1,Road,0.03125,high
1449,Children Story Book - My First Stories,Paper Product,0.43,1,Road,0.026875,high
1450,Children Story Book - Big Adventures,Paper Product,0.52,1,Road,0.0325,high
1451,Coloring Book Set - Learning Pack,Paper Product,1.15,1,Road,0.071875,high
1452,Coloring Book Set - Fun Pack,Paper Product,1.25,1,Road,0.078125,high
1453,Coloring Book Set - Activity Pack,Paper Product,1.3,1,Road,0.08125,high
1454,Recipe Book - Regional,Paper Product,0.68,1,Road,0.0425,high
1455,Recipe Book - Quick Meals,Paper Product,0.64,1,Road,0.04,high
1456,Recipe Book - Vegan Special,Paper Product,0.7,1,Road,0.04375,high
1457,Planner Notebook - Student Year,Paper Product,0.56,1,Air,0.035,high
1458,Planner Notebook - Office Year,Paper Product,0.58,1,Air,0.03625,high
1459,Planner Notebook - Home Planner,Paper Product,0.55,1,Air,0.034375,high
1460,Hardcover Novel - Modern Classic,Paper Product,1.06,1,Road,0.06625,high
1461,Hardcover Novel - Thriller,Paper Product,1.08,1,Road,0.0675,high
1462,Hardcover Novel - Fantasy,Paper Product,1.1,1,Road,0.06875,high
1463,Magazine Bundle - Health Weekly,Paper Product,0.84,1,Road,0.0525,high
1464,Magazine Bundle - Sports Weekly,Paper Product,0.86,1,Road,0.05375,high
1465,Magazine Bundle - Kids Monthly,Paper Product,0.89,1,Road,0.055625,high
1466,Perfume Bottle - Summer Breeze,Cosmetics,0.23,4,Road,0.014375,
1467,Perfume Bottle - Winter Night,Cosmetics,0.25,4,Road,0.015625,
1468,Perfume Bottle - Spring Bloom,Cosmetics,0.22,4,Road,0.01375,
1469,Perfume Set - Summer,Cosmetics,0.79,4,Road,0.049375,
1470,Perfume Set - Winter,Cosmetics,0.83,4,Road,0.051875,
1471,Perfume Set - Spring,Cosmetics,0.81,4,Road,0.050625,
1472,Shampoo Bottle - Color Shield,Cosmetics,0.42,3,Road,0.02625,
1473,Shampoo Bottle - Smooth Max,Cosmetics,0.44,3,Road,0.0275,
1474,Shampoo Bottle - Volume Max,Cosmetics,0.43,3,Road,0.026875,
1475,Shampoo Pack - Color Care,Cosmetics,0.76,3,Road,0.0475,
1476,Shampoo Pack - Smooth Care,Cosmetics,0.78,3,Road,0.04875,
1477,Shampoo Pack - Volume Care,Cosmetics,0.8,3,Road,0.05,
1478,Face Serum Bottle - Night Glow,Cosmetics,0.19,4,Road,0.011875,
1479,Face Serum Bottle - Day Protect,Cosmetics,0.18,4,Road,0.01125,
1480,Face Serum Bottle - Spot Fix,Cosmetics,0.17,4,Road,0.010625,
1481,Lipstick - Classic Red,Cosmetics,0.11,3,Road,0.006875,
1482,Lipstick - Soft Coral,Cosmetics,0.1,3,Road,0.00625,
1483,Lipstick - Deep Berry,Cosmetics,0.1,3,Road,0.00625,
1484,Compact Powder - Light,Cosmetics,0.12,3,Road,0.0075,
1485,Compact Powder - Medium,Cosmetics,0.13,3,Road,0.008125,
1486,Compact Powder - Dark,Cosmetics,0.14,3,Road,0.00875,
1487,Eyeshadow Kit - Nude Basics,Cosmetics,0.25,3,Road,0.015625,
1488,Eyeshadow Kit - Color Pop,Cosmetics,0.26,3,Road,0.01625,
1489,Eyeshadow Kit - Festive Glam,Cosmetics,0.27,3,Road,0.016875,
1490,Nail Polish Set - Daily Wear,Cosmetics,0.3,3,Road,0.01875,
1491,Nail Polish Set - Glitter Glam,Cosmetics,0.32,3,Road,0.02,
1492,Nail Polish Set - Office Ready,Cosmetics,0.29,3,Road,0.018125,
1493,Sunscreen Lotion SPF20+,Cosmetics,0.29,2,Road,0.018125,
1494,Sunscreen Lotion SPF30+,Cosmetics,0.31,2,Road,0.019375,
1495,Sunscreen Lotion SPF50+,Cosmetics,0.36,2,Road,0.0225,
1496,Beard Oil Bottle - Fresh Mint,Cosmetics,0.16,3,Road,0.01,
1497,Beard Oil Bottle - Urban Musk,Cosmetics,0.17,3,Road,0.010625,
1498,Beard Oil Bottle - Forest Wood,Cosmetics,0.18,3,Road,0.01125,
1499,Hair Gel Jar - Daily Use,Cosmetics,0.35,2,Road,0.021875,
1500,Hair Gel Jar - Long Hold,Cosmetics,0.39,2,Road,0.024375,
