category,product_weight_kg,fragility_index,shipping_type,material_type,packaging_type,supplier_region,biodegradation_time_days,recycled_content_percent,reusability_percent,load_handling_score,moisture_resistance_score,thermal_resistance_score,material_suitability_score,supplier_sustainability_compliance_percent,co2_impact_index,co2_impact_score,cost_impact_score,final_sustainability_score
Electronics,0.65,3,Road,Plastic,Foldable & Stackable Containers,AMERICAS,46640.0,42.0,94.0,9.0,9.0,7.0,-18577.8,88.0,2,0.6746239346024048,0.5703178165824474,0.5289241981734798
Electronics,0.65,3,Road,Plastic,Foldable & Stackable Containers,ROW,35850.0,44.0,87.0,8.0,8.0,7.0,-14262.85,89.0,1,0.6007318717314163,0.5943461065951764,0.6379475700024341
Electronics,0.65,3,Road,Plastic,Foldable & Stackable Containers,APAC,60408.0,40.0,92.0,8.0,7.0,7.0,-24086.2,88.0,2,0.6934034408014517,0.5917871487858832,0.38974461886568346
Electronics,0.65,3,Road,Plastic,Foldable & Stackable Containers,AMERICAS,52407.0,38.0,87.0,8.0,9.0,8.0,-20887.750000000004,97.0,2,0.6263972226260492,0.7247978196984513,0.4705624226042134
Electronics,0.65,3,Road,Plastic,Foldable & Stackable Containers,ROW,69350.0,41.0,89.0,9.0,8.0,8.0,-27663.4,90.0,2,0.701962723702909,0.6202483642487593,0.2993606973082125
Electronics,0.65,3,Road,Plastic,Foldable & Stackable Containers,APAC,52150.0,41.0,86.0,7.0,9.0,8.0,-20784.15,90.0,1,0.5301166940417363,0.7600008363709665,0.4731761827921655
Electronics,0.65,3,Road,Plastic,Foldable & Stackable Containers,ROW,35850.0,44.0,87.0,9.0,8.0,8.0,-14262.85,89.0,1,0.5604570908722846,0.5943461065951764,0.6379452803368959
Electronics,0.65,3,Road,Plastic,Foldable & Stackable Containers,LATAM,46640.0,42.0,94.0,8.0,8.0,8.0,-18577.8,88.0,2,0.6394383880276253,0.6069943890650363,0.528923819583621
Electronics,0.65,3,Road,Plastic,Foldable & Stackable Containers,EMEA,52407.0,38.0,87.0,9.0,8.0,7.0,-20887.750000000004,97.0,1,0.5551676757357087,0.7269605584457883,0.4705584687571653
Electronics,0.65,3,Road,Plastic,Foldable & Stackable Containers,AMERICAS,60408.0,40.0,92.0,9.0,8.0,8.0,-24086.2,88.0,2,0.7141121473060785,0.590957445833781,0.3897457594909912
Electronics,0.65,3,Road,Plastic,Foldable & Stackable Containers,APAC,40250.0,36.0,94.0,9.0,9.0,6.0,-16023.9,96.0,1,0.5986046888336511,0.567582388679521,0.5934495424397943
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,APAC,52407.0,38.0,87.0,8.0,8.0,6.0,-20887.750000000004,97.0,1,0.577272596094357,0.7244578486673149,0.4705596147825498
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,AMERICAS,73043.0,41.0,82.0,8.0,9.0,6.0,-29142.35,91.0,2,0.6753495137602377,0.7612634643447764,0.2619965608596576
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,LATAM,58200.0,41.0,94.0,8.0,9.0,6.0,-23202.15,87.0,1,0.6439870892712942,0.6960755819094471,0.412083849191311
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,EMEA,15440.0,34.0,89.0,8.0,7.0,7.0,-6101.85,91.0,1,0.6216376695760075,0.6561175523406142,0.8441567413544598
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,ROW,40345.0,41.0,88.0,7.0,9.0,7.0,-16061.65,98.0,1,0.5762970587403244,0.6329586049364965,0.5924973299018069
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,EMEA,98971.0,42.0,91.0,8.0,8.0,8.0,-39510.95,93.0,1,0.6002626842813445,0.6004644033945027,1.592582484942832e-07
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,APAC,69350.0,36.0,89.0,9.0,9.0,7.0,-27665.15,90.0,2,0.6912746884569736,0.6027127032206385,0.2993150967770618
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,EMEA,70484.0,41.0,89.0,9.0,8.0,8.0,-28117.000000000004,96.0,1,0.6076031615898756,0.6005812755693576,0.2878932817533649
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,ROW,53148.0,40.0,90.0,7.0,9.0,7.0,-21182.7,88.0,2,0.7002356309956199,0.6305369880873821,0.46310990506938243
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,EMEA,66060.0,42.0,95.0,8.0,8.0,8.0,-26345.55,94.0,1,0.5716569271296637,0.5810238032009237,0.3326498750035513
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,ROW,50911.0,42.0,89.0,8.0,9.0,6.0,-20287.45,90.0,2,0.6429221494636941,0.6191953880159208,0.4857265656963687
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,EMEA,21746.0,39.0,83.0,9.0,8.0,7.0,-8624.0,82.0,2,0.6323996782073169,0.7556974719161029,0.7804342015351816
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,ROW,46640.0,42.0,94.0,9.0,8.0,7.0,-18577.8,88.0,1,0.6416339765393475,0.6141333866683536,0.5289242600740174
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,APAC,84051.0,44.0,94.0,9.0,8.0,8.0,-33541.5,89.0,2,0.6839447399960938,0.5682477521112093,0.15083451018305635
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,EMEA,78380.0,39.0,87.0,9.0,9.0,8.0,-31276.6,87.0,1,0.5996295112987788,0.7357723911832085,0.2080647035144716
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,EU,22417.0,38.0,89.0,7.0,9.0,7.0,-8891.250000000002,98.0,2,0.653572229147924,0.600853650212541,0.7736759112506515
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,EU,86303.0,40.0,86.0,9.0,9.0,8.0,-34445.700000000004,85.0,1,0.5925410560868187,0.7487632009492691,0.1279907342333659
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,LATAM,89433.0,43.0,90.0,8.0,9.0,8.0,-35695.65,91.0,2,0.6812841203349649,0.6559057839455056,0.09640899313370968
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,EMEA,51800.0,38.0,93.0,7.0,9.0,7.0,-20643.45,86.0,2,0.687602154319274,0.7108229018099405,0.4767380501871032
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,LATAM,52150.0,41.0,86.0,7.0,9.0,8.0,-20784.15,90.0,1,0.537416372659931,0.7574494855773747,0.47317648497250675
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,EU,61952.0,43.0,89.0,8.0,9.0,7.0,-24703.500000000004,89.0,1,0.6231529293142981,0.626848107094149,0.37414476061196994
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,EU,35850.0,44.0,87.0,8.0,7.0,7.0,-14262.85,89.0,2,0.6256591445840868,0.6498293995128149,0.6379514404789589
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,APAC,68093.0,43.0,89.0,8.0,9.0,8.0,-27159.9,92.0,1,0.5715127620369893,0.5847388348004688,0.31207372345281403
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,APAC,10935.0,36.0,92.0,8.0,7.0,6.0,-4298.4,91.0,1,0.6152242409469356,0.6239291977677923,0.8897230040288383
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,LATAM,84260.0,38.0,94.0,8.0,8.0,6.0,-33627.2,88.0,2,0.7087685142008712,0.6075106053252031,0.14867226236969236
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,LATAM,37036.0,41.0,87.0,7.0,7.0,6.0,-14738.3,96.0,2,0.6330559534570097,0.7135150033131175,0.6259414081996255
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,ROW,62453.0,36.0,92.0,8.0,9.0,8.0,-24905.6,90.0,2,0.7124691972276381,0.6371284883216245,0.36904380089980005
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,APAC,68326.0,41.0,89.0,9.0,8.0,8.0,-27253.800000000003,86.0,2,0.6871201763313589,0.6819434535313174,0.3097120081598698
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,LATAM,60408.0,40.0,92.0,8.0,9.0,6.0,-24086.2,88.0,2,0.6969312237717127,0.6219780080658699,0.38974615438897947
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,EU,86202.0,38.0,88.0,8.0,7.0,7.0,-34405.5,94.0,1,0.5949054832351854,0.7134643361108226,0.129005047453878
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,AMERICAS,41490.0,36.0,88.0,7.0,7.0,7.0,-16521.4,86.0,1,0.6399316023975472,0.7329795638258596,0.580888795791348
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,APAC,40250.0,36.0,94.0,9.0,9.0,6.0,-16023.9,96.0,1,0.5986046888336511,0.5677437281390283,0.5934495495738252
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,APAC,35850.0,44.0,87.0,9.0,8.0,8.0,-14262.85,89.0,1,0.5545879011617145,0.6540114395559911,0.6379475849201345
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,APAC,52150.0,41.0,86.0,8.0,9.0,6.0,-20784.15,90.0,1,0.562853245153984,0.7599328059794619,0.4731780408929257
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,AMERICAS,69350.0,41.0,89.0,8.0,8.0,7.0,-27663.4,90.0,2,0.7187398353070108,0.6016782159126561,0.299360829979512
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,EU,46640.0,42.0,94.0,8.0,8.0,8.0,-18577.8,88.0,1,0.6277870401262908,0.6011240574390324,0.5289228976201797
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,LATAM,60408.0,40.0,92.0,9.0,8.0,7.0,-24086.2,88.0,1,0.6814811684301341,0.6219780080658699,0.3897452760363597
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,APAC,50911.0,42.0,89.0,7.0,8.0,8.0,-20287.45,90.0,1,0.5776690768139215,0.6027127032206385,0.48572212716403734
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,EU,37036.0,42.0,87.0,9.0,9.0,7.0,-14737.95,96.0,1,0.5813728373821562,0.7226420054062737,0.6259477170353335
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,APAC,52407.0,38.0,87.0,9.0,9.0,7.0,-20887.750000000004,97.0,1,0.5630921637384845,0.7244578486673149,0.4705588086093916
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,LATAM,52150.0,41.0,86.0,7.0,9.0,8.0,-20784.15,90.0,1,0.537416372659931,0.7574494855773747,0.47317648497250675
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,LATAM,40250.0,36.0,94.0,9.0,9.0,6.0,-16023.9,96.0,2,0.6419903952818437,0.5875991999518175,0.5934528940586455
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,LATAM,35850.0,44.0,87.0,9.0,8.0,8.0,-14262.85,89.0,1,0.5611400154365098,0.642292402533285,0.637947439228262
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,ROW,10935.0,36.0,92.0,8.0,7.0,7.0,-4298.4,91.0,2,0.6615691947275211,0.6542223588195218,0.889726978278865
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,APAC,69350.0,41.0,89.0,7.0,9.0,8.0,-27663.4,90.0,1,0.6658747998990242,0.6027127032206385,0.29935787028663535
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,EMEA,52150.0,41.0,86.0,9.0,8.0,8.0,-20784.15,90.0,1,0.5274467862227928,0.7639520691422163,0.4731762057186914
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,AMERICAS,46640.0,42.0,94.0,9.0,9.0,7.0,-18577.8,88.0,2,0.6746239346024048,0.5710613597703142,0.5289242310511164
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,ROW,35850.0,44.0,87.0,8.0,8.0,7.0,-14262.85,89.0,1,0.6007318717314163,0.5938461810040359,0.6379475478969637
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,APAC,60408.0,40.0,92.0,8.0,7.0,7.0,-24086.2,88.0,2,0.693604084082944,0.5926600716516581,0.3897446688709597
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,AMERICAS,52407.0,38.0,87.0,8.0,9.0,8.0,-20887.750000000004,97.0,2,0.6262913935684407,0.7248873660196218,0.47056242054723146
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,ROW,69350.0,41.0,89.0,9.0,8.0,8.0,-27663.4,90.0,2,0.701962723702909,0.6191953880159208,0.2993606507482137
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,APAC,52150.0,41.0,86.0,7.0,9.0,8.0,-20784.15,90.0,1,0.5300108649841277,0.7599328059794619,0.47317617376753207
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,ROW,35850.0,44.0,87.0,9.0,8.0,8.0,-14262.85,89.0,1,0.560351261814676,0.5938461810040359,0.6379452522149273
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,LATAM,46640.0,42.0,94.0,8.0,8.0,8.0,-18577.8,88.0,2,0.6393325589700167,0.6075106053252031,0.5289238363929263
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,EMEA,52407.0,38.0,87.0,9.0,8.0,7.0,-20887.750000000004,97.0,1,0.5551676757357087,0.727050104766959,0.4705584727166816
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,AMERICAS,60408.0,40.0,92.0,9.0,8.0,8.0,-24086.2,88.0,2,0.7143127905875709,0.5918303686995556,0.3897458094962675
Electronics,0.35,3,Road,Plastic,Foldable & Stackable Containers,APAC,40250.0,36.0,94.0,9.0,9.0,6.0,-16023.9,96.0,1,0.5986046888336511,0.5677437281390283,0.5934495495738252
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,APAC,52407.0,38.0,87.0,8.0,8.0,6.0,-20887.750000000004,97.0,1,0.5777539367592911,0.7235929857203697,0.4705596039051998
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,AMERICAS,73043.0,41.0,82.0,8.0,9.0,6.0,-29142.35,91.0,2,0.6742427437442712,0.7614474090997619,0.26199650607214736
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,LATAM,58200.0,41.0,94.0,8.0,9.0,6.0,-23202.15,87.0,1,0.6436383510684488,0.6957503670146452,0.4120838149849646
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,EMEA,15440.0,34.0,89.0,8.0,7.0,7.0,-6101.85,91.0,1,0.6208306403526197,0.6543928541176911,0.8441566192120817
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,ROW,40345.0,41.0,88.0,7.0,9.0,7.0,-16061.65,98.0,1,0.5754900295169366,0.6354121557966455,0.5924973925112461
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,EMEA,98971.0,42.0,91.0,8.0,8.0,8.0,-39510.95,93.0,1,0.600062040999852,0.5999087394342693,1.2328137452906068e-07
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,APAC,69350.0,36.0,89.0,9.0,9.0,7.0,-27665.15,90.0,2,0.6909827769839147,0.6031284760242299,0.2993150985660166
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,EMEA,70484.0,41.0,89.0,9.0,8.0,8.0,-28117.000000000004,96.0,1,0.6076031615898756,0.5999529165680757,0.28789325396888754
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,ROW,53148.0,40.0,90.0,7.0,9.0,7.0,-21182.7,88.0,2,0.6998868927927744,0.6304965238390839,0.4631098834540037
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,EMEA,66060.0,42.0,95.0,8.0,8.0,8.0,-26345.55,94.0,1,0.5714562838481712,0.5806016347247308,0.33264984492951677
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,ROW,50911.0,42.0,89.0,8.0,9.0,6.0,-20287.45,90.0,2,0.6429299787832138,0.6200198786438278,0.4857266025984059
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,EMEA,21746.0,39.0,83.0,9.0,8.0,7.0,-8624.0,82.0,2,0.6324075075268367,0.7553885610366641,0.7804341883210136
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,ROW,46640.0,42.0,94.0,9.0,8.0,7.0,-18577.8,88.0,1,0.6414858816179945,0.6138583825780458,0.5289242394946592
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,APAC,84051.0,44.0,94.0,9.0,8.0,8.0,-33541.5,89.0,2,0.6837440967146015,0.5679075080859011,0.150834483731518
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,EMEA,78380.0,39.0,87.0,9.0,9.0,8.0,-31276.6,87.0,1,0.5996295112987788,0.7376555689395137,0.20806478678392384
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,EU,22417.0,38.0,89.0,7.0,9.0,7.0,-8891.250000000002,98.0,2,0.6527651999245362,0.6006028003294188,0.7736758542781935
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,EU,86303.0,40.0,86.0,9.0,9.0,8.0,-34445.700000000004,85.0,1,0.5925410560868187,0.7491801845930228,0.12799075267134902
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,LATAM,89433.0,43.0,90.0,8.0,9.0,8.0,-35695.65,91.0,2,0.6810834770534725,0.655016193522166,0.09640894239143541
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,EMEA,51800.0,38.0,93.0,7.0,9.0,7.0,-20643.45,86.0,2,0.687454059397921,0.7103414889226951,0.4767380204808597
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,LATAM,52150.0,41.0,86.0,7.0,9.0,8.0,-20784.15,90.0,1,0.5375222017175396,0.7580208763317924,0.4731765162544878
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,EU,61952.0,43.0,89.0,8.0,9.0,7.0,-24703.500000000004,89.0,1,0.6228610178412393,0.6253957959220579,0.37414467979888216
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,EU,35850.0,44.0,87.0,8.0,7.0,7.0,-14262.85,89.0,2,0.6256669739036065,0.6504185736753544,0.6379514669758851
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,APAC,68093.0,43.0,89.0,8.0,9.0,8.0,-27159.9,92.0,1,0.5715127620369893,0.5850319038071242,0.312073736411599
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,APAC,10935.0,36.0,92.0,8.0,7.0,6.0,-4298.4,91.0,1,0.6155496573709969,0.6235851377625066,0.889723007315639
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,LATAM,84260.0,38.0,94.0,8.0,8.0,6.0,-33627.2,88.0,2,0.7082759594463199,0.606123776279851,0.14867217304527072
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,LATAM,37036.0,41.0,87.0,7.0,7.0,6.0,-14738.3,96.0,2,0.6322489242336218,0.7147690320880701,0.6259414177691714
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,ROW,62453.0,36.0,92.0,8.0,9.0,8.0,-24905.6,90.0,2,0.7122685539461456,0.63802567399058,0.36904382916433537
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,APAC,68326.0,41.0,89.0,9.0,8.0,8.0,-27253.800000000003,86.0,2,0.6871201763313589,0.682517941435135,0.3097120335623009
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,LATAM,60408.0,40.0,92.0,8.0,9.0,6.0,-24086.2,88.0,2,0.6964386690171616,0.6208257188625274,0.38974607543532835
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,EU,86202.0,38.0,88.0,8.0,7.0,7.0,-34405.5,94.0,1,0.5937987132192191,0.7164481130705961,0.1290051164680075
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,AMERICAS,41490.0,36.0,88.0,7.0,7.0,7.0,-16521.4,86.0,1,0.6412278016053887,0.7349873032198617,0.5808889582589561
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,APAC,40250.0,36.0,94.0,9.0,9.0,6.0,-16023.9,96.0,1,0.5990860294985851,0.568372367348681,0.5934496047354384
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,APAC,35850.0,44.0,87.0,9.0,8.0,8.0,-14262.85,89.0,1,0.5546937302193232,0.6526844028141333,0.6379475322583575
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,APAC,52150.0,41.0,86.0,8.0,9.0,6.0,-20784.15,90.0,1,0.5641494443618258,0.7599603981722134,0.47317811580333313
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,AMERICAS,69350.0,41.0,89.0,8.0,8.0,7.0,-27663.4,90.0,2,0.718447923833952,0.6020939887162475,0.29936083176846684
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,EU,46640.0,42.0,94.0,8.0,8.0,8.0,-18577.8,88.0,1,0.6277369449430266,0.5995099014659804,0.5289228233982376
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,LATAM,60408.0,40.0,92.0,9.0,8.0,7.0,-24086.2,88.0,1,0.6809886136755829,0.6208257188625274,0.3897451970827086
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,APAC,50911.0,42.0,89.0,7.0,8.0,8.0,-20287.45,90.0,1,0.5777749058715301,0.6031284760242299,0.4857221515649783
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,EU,37036.0,42.0,87.0,9.0,9.0,7.0,-14737.95,96.0,1,0.5805658081587682,0.7243747475807157,0.6259477477723993
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,APAC,52407.0,38.0,87.0,9.0,9.0,7.0,-20887.750000000004,97.0,1,0.5635735044034187,0.7235929857203697,0.47055879773204157
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,LATAM,52150.0,41.0,86.0,7.0,9.0,8.0,-20784.15,90.0,1,0.5375222017175396,0.7580208763317924,0.4731765162544878
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,LATAM,40250.0,36.0,94.0,9.0,9.0,6.0,-16023.9,96.0,2,0.6411833660584558,0.5879394442341598,0.5934528632229064
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,LATAM,35850.0,44.0,87.0,9.0,8.0,8.0,-14262.85,89.0,1,0.5612458444941184,0.6422500955916848,0.6379474433740522
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,ROW,10935.0,36.0,92.0,8.0,7.0,7.0,-4298.4,91.0,2,0.6606062412632604,0.6544445933512266,0.8897269333605629
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,APAC,69350.0,41.0,89.0,7.0,9.0,8.0,-27663.4,90.0,1,0.6658747998990242,0.6031284760242299,0.29935788867107804
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,EMEA,52150.0,41.0,86.0,9.0,8.0,8.0,-20784.15,90.0,1,0.5275526152804014,0.7642197572741988,0.4731762235716953
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,AMERICAS,46640.0,42.0,94.0,9.0,9.0,7.0,-18577.8,88.0,2,0.6757642095693737,0.5707211157450061,0.5289242808322536
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,ROW,35850.0,44.0,87.0,8.0,8.0,7.0,-14262.85,89.0,1,0.6007397010509359,0.5942196573678832,0.6379475648562681
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,APAC,60408.0,40.0,92.0,8.0,7.0,7.0,-24086.2,88.0,2,0.6931115293283928,0.5924249877904513,0.38974463047385516
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,AMERICAS,52407.0,38.0,87.0,8.0,9.0,8.0,-20887.750000000004,97.0,2,0.6263972226260492,0.7240225030726766,0.47056238832163405
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,ROW,69350.0,41.0,89.0,9.0,8.0,8.0,-27663.4,90.0,2,0.701962723702909,0.6200198786438278,0.2993606872051454
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,APAC,52150.0,41.0,86.0,7.0,9.0,8.0,-20784.15,90.0,1,0.5301166940417363,0.7599603981722134,0.47317618100408865
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,ROW,35850.0,44.0,87.0,9.0,8.0,8.0,-14262.85,89.0,1,0.5604570908722846,0.5942196573678832,0.6379452747456246
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,LATAM,46640.0,42.0,94.0,8.0,8.0,8.0,-18577.8,88.0,2,0.6392824637867525,0.606123776279851,0.5289237722228174
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,EMEA,52407.0,38.0,87.0,9.0,8.0,7.0,-20887.750000000004,97.0,1,0.5543606465123209,0.7268926337648277,0.4705584198732063
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,AMERICAS,60408.0,40.0,92.0,9.0,8.0,8.0,-24086.2,88.0,2,0.7141121473060785,0.591595284838349,0.38974578769465096
Electronics,3.5,4,Sea,Plastic,Foldable & Stackable Containers,APAC,40250.0,36.0,94.0,9.0,9.0,6.0,-16023.9,96.0,1,0.5990860294985851,0.568372367348681,0.5934496047354384
Electronics,3.9,4,Sea,Plastic,Foldable & Stackable Containers,APAC,52407.0,38.0,87.0,8.0,8.0,6.0,-20887.750000000004,97.0,1,0.5777539367592911,0.7235929857203697,0.4705596039051998
Electronics,3.9,4,Sea,Plastic,Foldable & Stackable Containers,AMERICAS,73043.0,41.0,82.0,8.0,9.0,6.0,-29142.35,91.0,2,0.6742427437442712,0.7614474090997619,0.26199650607214736
Electronics,3.9,4,Sea,Plastic,Foldable & Stackable Containers,LATAM,58200.0,41.0,94.0,8.0,9.0,6.0,-23202.15,87.0,1,0.6436383510684488,0.6957503670146452,0.4120838149849646
Electronics,3.9,4,Sea,Plastic,Foldable & Stackable Containers,EMEA,15440.0,34.0,89.0,8.0,7.0,7.0,-6101.85,91.0,1,0.6208306403526197,0.6543928541176911,0.8441566192120817
Electronics,3.9,4,Sea,Plastic,Foldable & Stackable Containers,ROW,40345.0,41.0,88.0,7.0,9.0,7.0,-16061.65,98.0,1,0.5754900295169366,0.6354121557966455,0.5924973925112461
Electronics,3.9,4,Sea,Plastic,Foldable & Stackable Containers,EMEA,98971.0,42.0,91.0,8.0,8.0,8.0,-39510.95,93.0,1,0.600062040999852,0.5999087394342693,1.2328137452906068e-07
Electronics,3.9,4,Sea,Plastic,Foldable & Stackable Containers,APAC,69350.0,36.0,89.0,9.0,9.0,7.0,-27665.15,90.0,2,0.6909827769839147,0.6031284760242299,0.2993150985660166
Electronics,3.9,4,Sea,Plastic,Foldable & Stackable Containers,EMEA,70484.0,41.0,89.0,9.0,8.0,8.0,-28117.000000000004,96.0,1,0.6076031615898756,0.5999529165680757,0.28789325396888754
Electronics,3.9,4,Sea,Plastic,Foldable & Stackable Containers,ROW,53148.0,40.0,90.0,7.0,9.0,7.0,-21182.7,88.0,2,0.6998868927927744,0.6304965238390839,0.4631098834540037
Electronics,3.9,4,Sea,Plastic,Foldable & Stackable Containers,EMEA,66060.0,42.0,95.0,8.0,8.0,8.0,-26345.55,94.0,1,0.5714562838481712,0.5806016347247308,0.33264984492951677
Electronics,3.9,4,Sea,Plastic,Foldable & Stackable Containers,ROW,50911.0,42.0,89.0,8.0,9.0,6.0,-20287.45,90.0,2,0.6429299787832138,0.6200198786438278,0.4857266025984059
