recyclability_percent,recycled_content_percent,reusability_percent,biodegradation_time_days,end_of_life_disposal_percent,carbon_footprint_kg_co2_unit,co2_emission_per_kg_estimated,waste_reduction_impact_percent,sustainability_target_progress_percent,load_handling_score,moisture_resistance_score,thermal_resistance_score,cost_per_unit_usd,annual_usage_units,total_material_weight_tons,supplier_sustainability_compliance_percent,co2_impact_index,cost_efficiency_index,material_suitability_score,overall_sustainability_score,packaging_type,suitable_product_categories,recommended_packaging_use_cases,supplier_region,recyclability_category
100,78.0,47.0,157.0,5.0,0.76,0.49,61.0,90.0,6.0,3.0,4.0,2.77,100871.0,847.0,90.0,83.91158841936372,84.42719502719503,37.03703703703704,82.66905594677729,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,High
88,47.0,97.0,33532.0,10.0,1.06,1.44,79.0,91.0,7.0,8.0,6.0,14.4,51174.0,959.0,97.0,52.71994426842894,68.23589743589744,66.66666666666666,72.95198049395013,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,Medium
87,36.0,92.0,10935.0,13.0,0.95,1.56,76.0,81.0,8.0,7.0,7.0,12.59,62098.0,1250.0,91.0,52.48837978742944,70.45182595182597,70.37037037037037,71.6209329256003,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,ROW,Medium
97,76.0,51.0,332.0,6.0,0.73,0.5,60.0,86.0,5.0,4.0,4.0,2.94,102220.0,740.0,84.0,79.18275738637222,83.99696969696969,37.03703703703703,79.66396508523026,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,High
90,50.0,95.0,30911.0,10.0,1.21,1.5,81.0,85.0,9.0,7.0,6.0,14.68,52156.0,1010.0,95.0,52.62192694736394,67.8919968919969,70.37037037037037,74.21767443157738,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,Medium
99,89.0,31.0,104.0,2.0,0.52,0.31,66.0,91.0,2.0,3.0,2.0,1.96,75069.0,637.0,79.0,88.56273719049103,82.5006216006216,14.814814814814811,85.44695801667186,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,AMERICAS,High
94,79.0,48.0,154.0,5.0,0.92,0.53,59.0,90.0,5.0,5.0,4.0,3.22,96860.0,862.0,86.0,81.6822562720511,81.95306915306915,40.74074074074074,79.18878969521788,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,High
76,30.0,8.0,64044.0,25.0,2.14,1.44,32.0,60.0,9.0,7.0,7.0,1.18,27055.0,315.0,72.0,48.30248014445308,72.5157731157731,74.07407407407406,53.10586805055857,Bubble Wrap (Minimal Use),"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,EU,Medium
95,50.0,96.0,25244.0,11.0,1.14,1.42,80.0,82.0,8.0,7.0,7.0,14.41,49673.0,995.0,86.0,55.48091606614858,70.1164724164724,70.37037037037037,76.668320623152,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,Medium
100,81.0,52.0,242.0,5.0,0.79,0.53,63.0,93.0,6.0,3.0,5.0,3.14,103063.0,782.0,88.0,81.11758297933278,84.7084693084693,40.74074074074075,82.29115404276648,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,High
84,41.0,89.0,69350.0,13.0,1.06,1.46,72.0,83.0,7.0,9.0,8.0,11.28,62593.0,1284.0,90.0,50.33911841083641,71.49650349650351,77.77777777777777,68.61869144379274,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,Medium
100,92.0,30.0,141.0,3.0,0.5,0.3,65.0,93.0,3.0,3.0,3.0,1.6,73892.0,525.0,85.0,87.09052493489796,83.29992229992229,22.22222222222222,84.98168372721429,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,EMEA,High
94,79.0,48.0,154.0,5.0,0.92,0.51,60.0,90.0,6.0,3.0,4.0,3.22,96860.0,862.0,86.0,81.95161654141137,81.95306915306915,37.03703703703704,79.58306578949397,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,High
82,41.0,86.0,52150.0,13.0,0.92,1.42,76.0,78.0,9.0,8.0,8.0,12.72,59942.0,1268.0,90.0,50.62083577443926,67.4993006993007,81.48148148148148,69.21729252105374,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,EMEA,Medium
90,48.0,93.0,33525.0,10.0,1.21,1.52,79.0,90.0,8.0,7.0,7.0,15.74,52785.0,1053.0,97.0,52.242783327833855,65.43294483294484,70.37037037037037,73.48497416474184,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,Medium
97,72.0,99.0,103598.0,8.0,3.56,2.97,85.0,76.0,9.0,9.0,9.0,24.62,21703.0,5063.0,90.0,33.44816590228727,51.483527583527575,88.88888888888889,71.15685806580055,Steel Racks & Containers,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",AMERICAS,High
99,78.0,50.0,197.0,5.0,0.85,0.51,61.0,83.0,6.0,4.0,5.0,3.87,96646.0,743.0,87.0,82.11410788620594,82.5904428904429,44.44444444444444,81.68993776017209,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,High
95,42.0,94.0,46640.0,12.0,0.98,1.5,74.0,75.0,9.0,9.0,7.0,11.69,54650.0,1189.0,88.0,53.58272218968527,75.00007770007771,81.48148148148148,74.20395276638983,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,AMERICAS,Medium
92,48.0,99.0,42997.0,10.0,1.15,1.52,78.0,82.0,7.0,7.0,6.0,14.94,48860.0,978.0,86.0,52.5166721326713,68.7869463869464,62.96296296296296,73.98083524643495,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,Medium
98,77.0,46.0,169.0,4.0,0.72,0.52,61.0,87.0,5.0,3.0,4.0,2.82,96624.0,825.0,90.0,82.49734400073596,83.53006993006991,33.33333333333333,81.47407040025757,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,High
100,77.0,53.0,153.0,5.0,0.85,0.5,60.0,84.0,5.0,4.0,4.0,2.83,101569.0,765.0,86.0,83.92341850634963,85.51064491064491,37.03703703703703,82.37319647722236,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,High
87,44.0,87.0,35850.0,13.0,1.06,1.48,79.0,83.0,8.0,8.0,7.0,11.55,59371.0,1147.0,89.0,51.792106965595664,71.47202797202797,74.07407407407408,72.27723743795849,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,ROW,Medium
88,50.0,96.0,40050.0,10.0,1.18,1.52,79.0,90.0,7.0,8.0,7.0,15.25,50106.0,1088.0,96.0,51.408160886168105,66.38477078477078,70.37037037037037,72.49285631015884,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,Medium
100,81.0,50.0,209.0,5.0,0.73,0.51,64.0,91.0,5.0,4.0,4.0,3.06,99778.0,745.0,86.0,82.11093256289108,84.46386946386947,37.03703703703703,82.93882639701187,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,High
87,40.0,92.0,60408.0,12.0,1.06,1.55,75.0,77.0,8.0,7.0,7.0,12.01,57077.0,1087.0,88.0,50.19089130273433,71.57847707847709,70.37037037037037,70.51681195595701,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,Medium
94,50.0,96.0,25244.0,11.0,1.18,1.41,78.0,82.0,9.0,7.0,6.0,14.41,49673.0,995.0,86.0,55.31559620082871,69.81647241647242,70.37037037037037,75.66045867029004,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,Medium
96,73.0,98.0,157790.0,7.0,3.67,3.02,83.0,72.0,8.0,10.0,9.0,24.33,20573.0,4938.0,91.0,32.031267749597674,51.546853146853145,88.88888888888889,69.71094371235918,Steel Racks & Containers,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",LATAM,High
96,78.0,50.0,197.0,6.0,0.85,0.5,59.0,83.0,4.0,4.0,5.0,3.87,96646.0,743.0,87.0,81.34878802088608,81.69044289044288,37.03703703703704,79.77207580731012,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,High
90,50.0,95.0,30911.0,10.0,1.2,1.55,81.0,85.0,7.0,7.0,6.0,14.68,52156.0,1010.0,95.0,51.94852627396327,67.8919968919969,62.96296296296296,73.98198419588714,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,Medium
99,82.0,53.0,291.0,5.0,0.73,0.51,60.0,93.0,6.0,4.0,4.0,2.81,97201.0,880.0,85.0,80.22866844304369,85.24949494949496,40.74074074074074,80.73003395506528,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,High
85,38.0,87.0,52407.0,12.0,0.92,1.52,78.0,81.0,8.0,9.0,8.0,12.45,56902.0,1222.0,97.0,50.16796644455294,69.12377622377623,81.48148148148148,70.70878825559352,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,AMERICAS,Medium
98,79.0,48.0,154.0,5.0,0.85,0.53,59.0,90.0,5.0,3.0,3.0,3.22,96860.0,862.0,86.0,82.88225627205111,83.15306915306915,29.629629629629623,81.0087896952179,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,High
92,48.0,93.0,29304.0,10.0,1.12,1.52,79.0,83.0,8.0,7.0,7.0,15.11,51095.0,966.0,93.0,53.02571079114803,67.25672105672106,70.37037037037037,74.45899877690181,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,Medium
98,77.0,48.0,250.0,5.0,0.72,0.47,62.0,90.0,5.0,5.0,4.0,3.39,100328.0,741.0,87.0,81.17017522380297,82.82284382284382,40.74074074074074,81.30956132833103,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,High
88,41.0,89.0,69350.0,13.0,1.01,1.57,75.0,83.0,9.0,8.0,8.0,11.28,62593.0,1284.0,90.0,50.057636929354935,72.69650349650351,81.48148148148148,70.82017292527422,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,ROW,Medium
100,78.0,47.0,157.0,5.0,0.92,0.52,61.0,90.0,4.0,3.0,3.0,2.77,100871.0,847.0,90.0,83.50754801532332,84.42719502719503,25.925925925925924,82.52764180536316,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,High
87,47.0,93.0,33532.0,11.0,1.15,1.5,82.0,91.0,7.0,8.0,6.0,14.4,51174.0,959.0,97.0,51.61186346034814,67.13589743589743,66.66666666666666,73.11415221112185,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,Medium
82,41.0,86.0,52150.0,12.0,1.07,1.48,76.0,78.0,7.0,9.0,8.0,12.72,59942.0,1268.0,90.0,49.812754966358455,67.4993006993007,77.77777777777777,68.93446423822546,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,Medium
100,81.0,50.0,201.0,6.0,0.73,0.53,60.0,89.0,5.0,3.0,3.0,2.6,99953.0,717.0,85.0,82.04094027532187,85.35742035742035,29.629629629629623,81.71432909636265,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,High
88,49.0,94.0,76964.0,10.0,1.19,1.4,75.0,82.0,8.0,7.0,6.0,14.65,49673.0,998.0,92.0,52.226183274154536,67.15027195027194,66.66666666666666,71.57916414595408,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,Medium
97,76.0,51.0,332.0,5.0,0.79,0.5,60.0,86.0,6.0,4.0,5.0,2.94,102220.0,740.0,84.0,79.18275738637222,83.99696969696969,44.44444444444444,79.66396508523026,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,High
87,44.0,87.0,35850.0,13.0,1.08,1.48,79.0,83.0,9.0,8.0,8.0,11.55,59371.0,1147.0,89.0,51.792106965595664,71.47202797202797,81.48148148148148,72.27723743795849,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,ROW,Medium
85,48.0,93.0,29304.0,11.0,1.12,1.5,81.0,83.0,7.0,7.0,7.0,15.11,51095.0,966.0,93.0,51.19507106050831,65.15672105672105,66.66666666666666,71.96827487117791,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,Medium
99,82.0,53.0,291.0,5.0,0.73,0.53,60.0,93.0,4.0,4.0,4.0,2.81,97201.0,880.0,85.0,79.95930817368343,85.24949494949496,33.33333333333333,80.6357578607892,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,High
95,42.0,94.0,46640.0,12.0,0.92,1.5,74.0,75.0,8.0,8.0,8.0,11.69,54650.0,1189.0,88.0,53.58272218968527,75.00007770007771,77.77777777777779,74.20395276638983,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,LATAM,Medium
85,50.0,96.0,40050.0,10.0,1.21,1.44,79.0,90.0,9.0,7.0,6.0,15.25,50106.0,1088.0,96.0,51.58560196360919,65.48477078477079,70.37037037037037,71.5049606872632,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,Medium
99,78.0,50.0,197.0,5.0,0.77,0.49,61.0,83.0,6.0,3.0,4.0,3.87,96646.0,743.0,87.0,82.3834681555662,82.5904428904429,37.03703703703704,81.78421385444817,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,High
85,38.0,87.0,52407.0,12.0,1.01,1.43,75.0,81.0,9.0,8.0,7.0,12.45,56902.0,1222.0,97.0,51.38008765667414,69.12377622377623,77.77777777777777,70.23303067983595,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,EMEA,Medium
95,48.0,99.0,42997.0,11.0,1.22,1.52,80.0,82.0,7.0,8.0,6.0,14.94,48860.0,978.0,86.0,53.41667213267131,69.68694638694639,66.66666666666666,75.94583524643494,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,Medium
100,77.0,46.0,169.0,5.0,0.85,0.52,65.0,87.0,4.0,4.0,5.0,2.82,96624.0,825.0,90.0,83.09734400073596,84.13006993006992,37.03703703703704,83.58407040025759,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,High
82,40.0,92.0,60408.0,12.0,1.0,1.53,74.0,77.0,9.0,8.0,8.0,12.01,57077.0,1087.0,88.0,48.96025157209459,70.07847707847709,81.48148148148148,68.0360880502331,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,AMERICAS,Medium
90,50.0,95.0,30911.0,11.0,1.15,1.5,82.0,85.0,8.0,7.0,7.0,14.68,52156.0,1010.0,95.0,52.62192694736394,67.8919968919969,70.37037037037037,74.51767443157738,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,Medium
100,78.0,47.0,157.0,5.0,0.72,0.51,61.0,90.0,5.0,3.0,3.0,2.77,100871.0,847.0,90.0,83.64222815000346,84.42719502719503,29.629629629629623,82.57477985250121,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,High
88,36.0,94.0,40250.0,12.0,0.96,1.45,77.0,78.0,9.0,9.0,6.0,11.84,60648.0,1118.0,96.0,52.34446320685181,72.60870240870241,77.77777777777777,72.22056212239814,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,Medium
87,49.0,94.0,76964.0,10.0,1.19,1.48,75.0,82.0,8.0,9.0,7.0,14.65,49673.0,998.0,92.0,50.84874219671346,66.85027195027196,77.77777777777777,70.74705976884971,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,Medium
100,81.0,50.0,209.0,6.0,0.79,0.51,60.0,91.0,4.0,4.0,4.0,3.06,99778.0,745.0,86.0,82.11093256289108,84.46386946386947,33.33333333333333,81.73882639701186,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,High
90,47.0,97.0,33532.0,11.0,1.06,1.47,81.0,91.0,9.0,8.0,7.0,14.4,51174.0,959.0,97.0,52.91590386438854,68.83589743589744,77.77777777777777,74.32056635253599,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,Medium
99,79.0,48.0,154.0,5.0,0.85,0.51,60.0,90.0,6.0,3.0,5.0,3.22,96860.0,862.0,86.0,83.45161654141138,83.45306915306915,40.74074074074075,81.85806578949398,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,High
85,48.0,93.0,29304.0,11.0,1.18,1.36,81.0,83.0,9.0,8.0,6.0,15.11,51095.0,966.0,93.0,53.08059294603018,65.15672105672105,74.07407407407408,72.62820753111056,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,Medium
100,82.0,53.0,291.0,5.0,0.78,0.5,60.0,93.0,5.0,3.0,3.0,2.81,97201.0,880.0,85.0,80.66334857772384,85.54949494949494,29.629629629629623,81.23217200220334,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,High
95,48.0,96.0,25244.0,11.0,1.18,1.49,79.0,82.0,7.0,8.0,7.0,14.41,49673.0,995.0,86.0,54.538155123387625,70.1164724164724,70.37037037037037,76.03835429318566,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,Medium
97,76.0,51.0,332.0,6.0,0.73,0.52,62.0,86.0,5.0,5.0,4.0,2.94,102220.0,740.0,84.0,78.91339711701195,83.99696969696969,40.74074074074074,80.16968899095419,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,High
88,50.0,96.0,40050.0,11.0,1.21,1.47,80.0,90.0,8.0,7.0,6.0,15.25,50106.0,1088.0,96.0,52.081561559568776,66.38477078477078,66.66666666666666,73.02854654584907,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,Medium
99,81.0,52.0,242.0,5.0,0.79,0.5,60.0,90.0,5.0,3.0,4.0,3.14,103063.0,782.0,88.0,81.22162338337317,84.40846930846931,33.33333333333333,81.07756818418059,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,High
85,50.0,97.0,32911.0,10.0,1.2,1.55,81.0,90.0,9.0,8.0,7.0,14.55,46054.0,1003.0,100.0,50.363589881534566,67.04452214452215,77.77777777777777,71.6772564585371,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,Medium
98,77.0,46.0,169.0,4.0,0.78,0.51,60.0,87.0,6.0,3.0,3.0,2.82,96624.0,825.0,90.0,82.6320241354161,83.53006993006991,33.33333333333333,81.22120844739563,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,High
90,50.0,95.0,30911.0,10.0,1.15,1.46,79.0,85.0,8.0,8.0,7.0,14.68,52156.0,1010.0,95.0,53.16064748608448,67.8919968919969,74.07407407407408,73.80622662012956,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,Medium
96,78.0,50.0,197.0,5.0,0.85,0.49,60.0,83.0,5.0,4.0,4.0,3.87,96646.0,743.0,87.0,81.48346815556621,81.69044289044288,37.03703703703703,80.11921385444816,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,High
92,48.0,99.0,42997.0,11.0,1.15,1.46,78.0,82.0,8.0,8.0,7.0,14.94,48860.0,978.0,86.0,53.32475294075212,68.7869463869464,74.07407407407408,74.26366352926324,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,Medium
100,78.0,47.0,157.0,5.0,0.92,0.5,61.0,90.0,5.0,3.0,5.0,2.77,100871.0,847.0,90.0,83.7769082846836,84.42719502719503,37.03703703703704,82.62191789963926,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,High
88,47.0,93.0,33532.0,10.0,1.06,1.4,81.0,91.0,7.0,8.0,6.0,14.4,51174.0,959.0,97.0,53.25866480714949,67.43589743589745,66.66666666666666,73.74053268250232,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,Medium
99,81.0,50.0,209.0,6.0,0.79,0.53,60.0,91.0,5.0,4.0,4.0,3.06,99778.0,745.0,86.0,81.54157229353083,84.16386946386946,37.03703703703703,81.18955030273578,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,High
90,49.0,94.0,76964.0,10.0,1.21,1.52,75.0,82.0,7.0,8.0,7.0,14.65,49673.0,998.0,92.0,51.21002165799292,67.75027195027195,70.37037037037037,71.92350758029752,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,Medium
94,79.0,48.0,154.0,5.0,0.92,0.5,59.0,90.0,6.0,3.0,4.0,3.22,96860.0,862.0,86.0,82.08629667609151,81.95306915306915,37.03703703703704,79.33020383663202,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,High
85,48.0,93.0,29304.0,11.0,1.12,1.55,81.0,83.0,8.0,7.0,7.0,15.11,51095.0,966.0,93.0,50.52167038710762,65.15672105672105,70.37037037037037,71.73258463548765,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,Medium
97,76.0,51.0,332.0,6.0,0.79,0.51,62.0,86.0,5.0,3.0,4.0,2.94,102220.0,740.0,84.0,79.04807725169208,83.99696969696969,33.33333333333333,80.2168270380922,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,High
88,50.0,96.0,40050.0,11.0,1.15,1.53,80.0,90.0,8.0,7.0,7.0,15.25,50106.0,1088.0,96.0,51.27348075148797,66.38477078477078,70.37037037037037,72.74571826302079,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,Medium
99,82.0,53.0,291.0,5.0,0.73,0.5,60.0,93.0,5.0,4.0,4.0,2.81,97201.0,880.0,85.0,80.36334857772383,85.24949494949496,37.03703703703703,80.77717200220333,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,High
95,48.0,96.0,25244.0,11.0,1.21,1.5,78.0,82.0,7.0,8.0,6.0,14.41,49673.0,995.0,86.0,54.4034749887075,70.1164724164724,66.66666666666666,75.69121624604762,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,Medium
98,77.0,46.0,169.0,4.0,0.72,0.53,60.0,87.0,6.0,3.0,5.0,2.82,96624.0,825.0,90.0,82.36266386605584,83.53006993006991,40.74074074074075,81.12693235311954,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,High
88,47.0,97.0,33532.0,10.0,1.15,1.48,82.0,91.0,9.0,7.0,6.0,14.4,51174.0,959.0,97.0,52.181223729708414,68.23589743589744,70.37037037037037,73.66342830539794,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,Medium
96,78.0,50.0,197.0,5.0,0.77,0.47,60.0,83.0,5.0,5.0,3.0,3.87,96646.0,743.0,87.0,81.75282842492648,81.69044289044288,37.03703703703704,80.21348994872426,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,High
90,50.0,95.0,30911.0,11.0,1.2,1.37,81.0,85.0,9.0,9.0,7.0,14.68,52156.0,1010.0,95.0,54.37276869820569,67.8919968919969,81.48148148148148,74.830469044372,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,Medium
100,78.0,47.0,157.0,5.0,0.76,0.5,60.0,90.0,5.0,3.0,4.0,2.77,100871.0,847.0,90.0,83.7769082846836,84.42719502719503,33.33333333333333,82.32191789963925,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,High
94,50.0,96.0,40050.0,11.0,1.18,1.42,79.0,90.0,7.0,7.0,7.0,15.25,50106.0,1088.0,96.0,54.55496223296945,68.18477078477079,66.66666666666666,75.6942367815393,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,Medium
